Flag,Player,Session,Score,Session Date
Actual,Player 5,Agility,3,13/07/2022
Actual,Player 5,Agility,3,15/07/2022
Actual,Player 5,Agility,3,18/07/2022
Actual,Player 5,Agility,4,19/07/2022
Actual,Player 5,Agility,4,20/07/2022
Actual,Player 5,Agility,10,21/07/2022
Actual,Player 5,Agility,5,22/07/2022
Carried over,Player 5,Agility,4,26/07/2022
Actual,Player 5,Agility,4,25/07/2022
Actual,Player 5,Agility,3,27/07/2022
Carried over,Player 13,Agility,7,05/01/2022
Carried over,Player 11,Strength Building,10,06/01/2022
Carried over,Player 11,Strength Building,10,05/01/2022
Carried over,Player 11,Strength Building,10,04/01/2022
Actual,Player 11,Strength Building,10,03/01/2022
Actual,Player 11,Strength Building,9,07/01/2022
Carried over,Player 11,Strength Building,4,11/01/2022
Actual,Player 11,Strength Building,4,10/01/2022
Actual,Player 11,Strength Building,9,12/01/2022
Actual,Player 11,Strength Building,9,13/01/2022
Carried over,Player 11,Strength Building,5,17/01/2022
Actual,Player 11,Strength Building,5,14/01/2022
Actual,Player 11,Strength Building,4,18/01/2022
Actual,Player 11,Strength Building,7,19/01/2022
Actual,Player 11,Strength Building,5,20/01/2022
Actual,Player 11,Strength Building,7,21/01/2022
Carried over,Player 11,Strength Building,6,25/01/2022
Actual,Player 11,Strength Building,6,24/01/2022
Carried over,Player 11,Strength Building,10,27/01/2022
Actual,Player 11,Strength Building,10,26/01/2022
Carried over,Player 11,Strength Building,6,31/01/2022
Actual,Player 11,Strength Building,6,28/01/2022
Actual,Player 11,Strength Building,5,01/02/2022
Actual,Player 11,Strength Building,3,02/02/2022
Actual,Player 11,Strength Building,10,03/02/2022
Actual,Player 11,Strength Building,3,04/02/2022
Actual,Player 11,Strength Building,4,07/02/2022
Carried over,Player 11,Strength Building,9,10/02/2022
Carried over,Player 11,Strength Building,9,09/02/2022
Actual,Player 11,Strength Building,9,08/02/2022
Actual,Player 11,Strength Building,7,11/02/2022
Carried over,Player 11,Strength Building,6,15/02/2022
Actual,Player 11,Strength Building,6,14/02/2022
Actual,Player 11,Strength Building,3,16/02/2022
Carried over,Player 11,Strength Building,4,21/02/2022
Carried over,Player 11,Strength Building,4,18/02/2022
Actual,Player 11,Strength Building,4,17/02/2022
Carried over,Player 11,Strength Building,7,24/02/2022
Carried over,Player 11,Strength Building,7,23/02/2022
Actual,Player 11,Strength Building,7,22/02/2022
Carried over,Player 11,Strength Building,7,01/03/2022
Carried over,Player 11,Strength Building,7,28/02/2022
Actual,Player 11,Strength Building,7,25/02/2022
Actual,Player 11,Strength Building,4,02/03/2022
Actual,Player 11,Strength Building,10,03/03/2022
Actual,Player 11,Strength Building,7,04/03/2022
Actual,Player 11,Strength Building,3,07/03/2022
Actual,Player 11,Strength Building,9,08/03/2022
Actual,Player 11,Strength Building,7,09/03/2022
Carried over,Player 11,Strength Building,3,11/03/2022
Actual,Player 11,Strength Building,3,10/03/2022
Actual,Player 11,Strength Building,3,14/03/2022
Carried over,Player 11,Strength Building,8,16/03/2022
Actual,Player 11,Strength Building,8,15/03/2022
Actual,Player 11,Strength Building,7,17/03/2022
Actual,Player 11,Strength Building,3,18/03/2022
Actual,Player 11,Strength Building,4,21/03/2022
Carried over,Player 11,Strength Building,7,23/03/2022
Actual,Player 11,Strength Building,7,22/03/2022
Actual,Player 11,Strength Building,9,24/03/2022
Actual,Player 11,Strength Building,4,25/03/2022
Actual,Player 11,Strength Building,9,28/03/2022
Carried over,Player 11,Strength Building,8,30/03/2022
Actual,Player 11,Strength Building,8,29/03/2022
Actual,Player 11,Strength Building,8,31/03/2022
Actual,Player 11,Strength Building,5,01/04/2022
Actual,Player 11,Strength Building,3,04/04/2022
Carried over,Player 11,Strength Building,6,12/04/2022
Carried over,Player 11,Strength Building,6,11/04/2022
Carried over,Player 11,Strength Building,6,08/04/2022
Carried over,Player 11,Strength Building,6,07/04/2022
Carried over,Player 11,Strength Building,6,06/04/2022
Actual,Player 11,Strength Building,6,05/04/2022
Actual,Player 11,Strength Building,9,13/04/2022
Actual,Player 11,Strength Building,3,14/04/2022
Actual,Player 11,Strength Building,9,15/04/2022
Carried over,Player 11,Strength Building,8,21/04/2022
Carried over,Player 11,Strength Building,8,20/04/2022
Carried over,Player 11,Strength Building,8,19/04/2022
Actual,Player 11,Strength Building,8,18/04/2022
Actual,Player 11,Strength Building,8,22/04/2022
Actual,Player 11,Strength Building,6,25/04/2022
Actual,Player 11,Strength Building,3,26/04/2022
Actual,Player 11,Strength Building,8,27/04/2022
Actual,Player 11,Strength Building,9,28/04/2022
Carried over,Player 11,Strength Building,4,03/05/2022
Carried over,Player 11,Strength Building,4,02/05/2022
Actual,Player 11,Strength Building,4,29/04/2022
Carried over,Player 11,Strength Building,4,06/05/2022
Carried over,Player 11,Strength Building,4,05/05/2022
Actual,Player 11,Strength Building,4,04/05/2022
Actual,Player 11,Strength Building,5,09/05/2022
Actual,Player 11,Strength Building,3,10/05/2022
Carried over,Player 11,Strength Building,9,12/05/2022
Actual,Player 11,Strength Building,9,11/05/2022
Actual,Player 11,Strength Building,6,13/05/2022
Actual,Player 11,Strength Building,4,16/05/2022
Actual,Player 11,Strength Building,6,17/05/2022
Actual,Player 11,Strength Building,8,18/05/2022
Actual,Player 11,Strength Building,10,19/05/2022
Carried over,Player 11,Strength Building,8,23/05/2022
Actual,Player 11,Strength Building,8,20/05/2022
Actual,Player 11,Strength Building,10,24/05/2022
Carried over,Player 11,Strength Building,6,27/05/2022
Carried over,Player 11,Strength Building,6,26/05/2022
Actual,Player 11,Strength Building,6,25/05/2022
Actual,Player 11,Strength Building,4,30/05/2022
Carried over,Player 11,Strength Building,4,01/06/2022
Actual,Player 11,Strength Building,4,31/05/2022
Actual,Player 11,Strength Building,9,02/06/2022
Carried over,Player 11,Strength Building,4,06/06/2022
Actual,Player 11,Strength Building,4,03/06/2022
Actual,Player 11,Strength Building,4,07/06/2022
Carried over,Player 11,Strength Building,5,09/06/2022
Actual,Player 11,Strength Building,5,08/06/2022
Actual,Player 11,Strength Building,6,10/06/2022
Actual,Player 11,Strength Building,5,13/06/2022
Actual,Player 11,Strength Building,7,14/06/2022
Carried over,Player 11,Strength Building,6,16/06/2022
Actual,Player 11,Strength Building,6,15/06/2022
Carried over,Player 11,Strength Building,6,20/06/2022
Actual,Player 11,Strength Building,6,17/06/2022
Carried over,Player 11,Strength Building,9,22/06/2022
Actual,Player 11,Strength Building,9,21/06/2022
Carried over,Player 11,Strength Building,9,27/06/2022
Carried over,Player 11,Strength Building,9,24/06/2022
Actual,Player 11,Strength Building,9,23/06/2022
Actual,Player 11,Strength Building,10,28/06/2022
Carried over,Player 11,Strength Building,8,01/07/2022
Carried over,Player 11,Strength Building,8,30/06/2022
Actual,Player 11,Strength Building,8,29/06/2022
Actual,Player 11,Strength Building,9,04/07/2022
Actual,Player 11,Strength Building,6,05/07/2022
Carried over,Player 11,Strength Building,4,07/07/2022
Actual,Player 11,Strength Building,4,06/07/2022
Actual,Player 11,Strength Building,8,08/07/2022
Actual,Player 11,Strength Building,5,11/07/2022
Actual,Player 11,Strength Building,9,12/07/2022
Actual,Player 11,Strength Building,4,13/07/2022
Actual,Player 11,Strength Building,5,14/07/2022
Actual,Player 11,Strength Building,4,15/07/2022
Actual,Player 11,Strength Building,6,18/07/2022
Actual,Player 11,Strength Building,8,19/07/2022
Carried over,Player 11,Strength Building,4,21/07/2022
Actual,Player 11,Strength Building,4,20/07/2022
Actual,Player 11,Strength Building,4,22/07/2022
Actual,Player 11,Strength Building,8,25/07/2022
Actual,Player 11,Strength Building,4,26/07/2022
Actual,Player 11,Strength Building,9,27/07/2022
Actual,Player 11,Strength Building,6,28/07/2022
Actual,Player 10,Cardio,5,03/01/2022
Actual,Player 10,Cardio,7,04/01/2022
Carried over,Player 10,Cardio,7,06/01/2022
Actual,Player 10,Cardio,7,05/01/2022
Actual,Player 10,Cardio,3,07/01/2022
Actual,Player 10,Cardio,4,10/01/2022
Actual,Player 10,Cardio,10,11/01/2022
Actual,Player 10,Cardio,5,12/01/2022
Actual,Player 10,Cardio,9,13/01/2022
Carried over,Player 10,Cardio,10,17/01/2022
Actual,Player 10,Cardio,10,14/01/2022
Actual,Player 10,Cardio,3,18/01/2022
Actual,Player 10,Cardio,9,19/01/2022
Carried over,Player 10,Cardio,4,21/01/2022
Actual,Player 10,Cardio,4,20/01/2022
Carried over,Player 10,Cardio,6,26/01/2022
Carried over,Player 10,Cardio,6,25/01/2022
Actual,Player 10,Cardio,6,24/01/2022
Actual,Player 10,Cardio,5,27/01/2022
Actual,Player 10,Cardio,6,28/01/2022
Actual,Player 10,Cardio,8,31/01/2022
Carried over,Player 10,Cardio,7,02/02/2022
Actual,Player 10,Cardio,7,01/02/2022
Carried over,Player 10,Cardio,4,07/02/2022
Carried over,Player 10,Cardio,4,04/02/2022
Actual,Player 10,Cardio,4,03/02/2022
Carried over,Player 10,Cardio,3,09/02/2022
Actual,Player 10,Cardio,3,08/02/2022
Actual,Player 10,Cardio,10,10/02/2022
Actual,Player 10,Cardio,10,11/02/2022
Actual,Player 10,Cardio,7,14/02/2022
Carried over,Player 10,Cardio,3,16/02/2022
Actual,Player 10,Cardio,3,15/02/2022
Carried over,Player 10,Cardio,9,21/02/2022
Carried over,Player 10,Cardio,9,18/02/2022
Actual,Player 10,Cardio,9,17/02/2022
Actual,Player 10,Cardio,7,22/02/2022
Actual,Player 10,Cardio,6,23/02/2022
Actual,Player 10,Cardio,9,24/02/2022
Actual,Player 10,Cardio,8,25/02/2022
Actual,Player 10,Cardio,6,28/02/2022
Actual,Player 10,Cardio,9,01/03/2022
Actual,Player 10,Cardio,6,02/03/2022
Actual,Player 10,Cardio,7,03/03/2022
Actual,Player 10,Cardio,8,04/03/2022
Actual,Player 10,Cardio,10,07/03/2022
Actual,Player 10,Cardio,6,08/03/2022
Carried over,Player 10,Cardio,3,10/03/2022
Actual,Player 10,Cardio,3,09/03/2022
Carried over,Player 10,Cardio,10,15/03/2022
Carried over,Player 10,Cardio,10,14/03/2022
Actual,Player 10,Cardio,10,11/03/2022
Actual,Player 10,Cardio,4,16/03/2022
Actual,Player 10,Cardio,4,17/03/2022
Carried over,Player 10,Cardio,9,21/03/2022
Actual,Player 10,Cardio,9,18/03/2022
Actual,Player 10,Cardio,9,22/03/2022
Actual,Player 10,Cardio,8,23/03/2022
Carried over,Player 10,Cardio,3,25/03/2022
Actual,Player 10,Cardio,3,24/03/2022
Actual,Player 10,Cardio,8,28/03/2022
Actual,Player 10,Cardio,6,29/03/2022
Actual,Player 10,Cardio,5,30/03/2022
Actual,Player 10,Cardio,3,31/03/2022
Carried over,Player 10,Cardio,7,04/04/2022
Actual,Player 10,Cardio,7,01/04/2022
Actual,Player 10,Cardio,4,05/04/2022
Carried over,Player 10,Cardio,10,07/04/2022
Actual,Player 10,Cardio,10,06/04/2022
Actual,Player 10,Cardio,3,08/04/2022
Actual,Player 10,Cardio,4,11/04/2022
Actual,Player 10,Cardio,7,12/04/2022
Actual,Player 10,Cardio,6,13/04/2022
Actual,Player 10,Cardio,8,14/04/2022
Actual,Player 10,Cardio,3,15/04/2022
Actual,Player 10,Cardio,8,18/04/2022
Carried over,Player 10,Cardio,8,20/04/2022
Actual,Player 10,Cardio,8,19/04/2022
Actual,Player 10,Cardio,5,21/04/2022
Actual,Player 10,Cardio,9,22/04/2022
Carried over,Player 10,Cardio,5,26/04/2022
Actual,Player 10,Cardio,5,25/04/2022
Actual,Player 10,Cardio,6,27/04/2022
Carried over,Player 10,Cardio,6,29/04/2022
Actual,Player 10,Cardio,6,28/04/2022
Carried over,Player 10,Cardio,7,03/05/2022
Actual,Player 10,Cardio,7,02/05/2022
Carried over,Player 10,Cardio,8,05/05/2022
Actual,Player 10,Cardio,8,04/05/2022
Carried over,Player 10,Cardio,10,09/05/2022
Actual,Player 10,Cardio,10,06/05/2022
Carried over,Player 10,Cardio,10,13/05/2022
Carried over,Player 10,Cardio,10,12/05/2022
Carried over,Player 10,Cardio,10,11/05/2022
Actual,Player 10,Cardio,10,10/05/2022
Actual,Player 10,Cardio,3,16/05/2022
Actual,Player 10,Cardio,8,17/05/2022
Carried over,Player 10,Cardio,9,23/05/2022
Carried over,Player 10,Cardio,9,20/05/2022
Carried over,Player 10,Cardio,9,19/05/2022
Actual,Player 10,Cardio,9,18/05/2022
Actual,Player 10,Cardio,4,24/05/2022
Actual,Player 10,Cardio,4,25/05/2022
Actual,Player 10,Cardio,6,26/05/2022
Actual,Player 10,Cardio,7,27/05/2022
Carried over,Player 10,Cardio,5,31/05/2022
Actual,Player 10,Cardio,5,30/05/2022
Carried over,Player 10,Cardio,7,07/06/2022
Carried over,Player 10,Cardio,7,06/06/2022
Carried over,Player 10,Cardio,7,03/06/2022
Carried over,Player 10,Cardio,7,02/06/2022
Actual,Player 10,Cardio,7,01/06/2022
Actual,Player 10,Cardio,7,08/06/2022
Carried over,Player 10,Cardio,10,10/06/2022
Actual,Player 10,Cardio,10,09/06/2022
Carried over,Player 10,Cardio,8,14/06/2022
Actual,Player 10,Cardio,8,13/06/2022
Carried over,Player 10,Cardio,3,16/06/2022
Actual,Player 10,Cardio,3,15/06/2022
Carried over,Player 10,Cardio,10,20/06/2022
Actual,Player 10,Cardio,10,17/06/2022
Carried over,Player 10,Cardio,8,22/06/2022
Actual,Player 10,Cardio,8,21/06/2022
Actual,Player 10,Cardio,10,23/06/2022
Actual,Player 10,Cardio,6,24/06/2022
Actual,Player 10,Cardio,4,27/06/2022
Actual,Player 10,Cardio,3,28/06/2022
Actual,Player 10,Cardio,7,29/06/2022
Actual,Player 10,Cardio,10,30/06/2022
Carried over,Player 10,Cardio,3,04/07/2022
Actual,Player 10,Cardio,3,01/07/2022
Carried over,Player 10,Cardio,5,07/07/2022
Carried over,Player 10,Cardio,5,06/07/2022
Actual,Player 10,Cardio,5,05/07/2022
Carried over,Player 10,Cardio,3,11/07/2022
Actual,Player 10,Cardio,3,08/07/2022
Actual,Player 10,Cardio,9,12/07/2022
Actual,Player 10,Cardio,5,13/07/2022
Actual,Player 10,Cardio,10,14/07/2022
Actual,Player 10,Cardio,7,15/07/2022
Actual,Player 10,Cardio,6,18/07/2022
Actual,Player 10,Cardio,5,19/07/2022
Carried over,Player 10,Cardio,4,21/07/2022
Actual,Player 10,Cardio,4,20/07/2022
Actual,Player 10,Cardio,5,22/07/2022
Carried over,Player 10,Cardio,6,26/07/2022
Actual,Player 10,Cardio,6,25/07/2022
Actual,Player 8,Strength Building,6,03/01/2022
Actual,Player 8,Strength Building,8,04/01/2022
Carried over,Player 8,Strength Building,8,06/01/2022
Actual,Player 8,Strength Building,8,05/01/2022
Actual,Player 8,Strength Building,4,07/01/2022
Carried over,Player 8,Strength Building,3,13/01/2022
Carried over,Player 8,Strength Building,3,12/01/2022
Carried over,Player 8,Strength Building,3,11/01/2022
Actual,Player 8,Strength Building,3,10/01/2022
Actual,Player 8,Strength Building,6,14/01/2022
Carried over,Player 8,Strength Building,9,18/01/2022
Actual,Player 8,Strength Building,9,17/01/2022
Actual,Player 8,Strength Building,10,19/01/2022
Actual,Player 8,Strength Building,7,20/01/2022
Actual,Player 8,Strength Building,7,21/01/2022
Actual,Player 8,Strength Building,10,24/01/2022
Carried over,Player 8,Strength Building,4,26/01/2022
Actual,Player 8,Strength Building,4,25/01/2022
Actual,Player 8,Strength Building,3,27/01/2022
Carried over,Player 8,Strength Building,5,31/01/2022
Actual,Player 8,Strength Building,5,28/01/2022
Actual,Player 8,Strength Building,3,01/02/2022
Carried over,Player 8,Strength Building,3,03/02/2022
Actual,Player 8,Strength Building,3,02/02/2022
Actual,Player 8,Strength Building,5,04/02/2022
Carried over,Player 8,Strength Building,4,08/02/2022
Actual,Player 8,Strength Building,4,07/02/2022
Actual,Player 8,Strength Building,3,09/02/2022
Carried over,Player 8,Strength Building,7,15/02/2022
Carried over,Player 8,Strength Building,7,14/02/2022
Carried over,Player 8,Strength Building,7,11/02/2022
Actual,Player 8,Strength Building,7,10/02/2022
Actual,Player 8,Strength Building,4,16/02/2022
Actual,Player 8,Strength Building,6,17/02/2022
Actual,Player 8,Strength Building,5,18/02/2022
Actual,Player 8,Strength Building,7,21/02/2022
Carried over,Player 8,Strength Building,6,23/02/2022
Actual,Player 8,Strength Building,6,22/02/2022
Actual,Player 8,Strength Building,5,24/02/2022
Actual,Player 8,Strength Building,10,25/02/2022
Carried over,Player 8,Strength Building,6,02/03/2022
Carried over,Player 8,Strength Building,6,01/03/2022
Actual,Player 8,Strength Building,6,28/02/2022
Actual,Player 8,Strength Building,6,03/03/2022
Actual,Player 8,Strength Building,4,04/03/2022
Actual,Player 8,Strength Building,4,07/03/2022
Actual,Player 8,Strength Building,9,08/03/2022
Actual,Player 8,Strength Building,4,09/03/2022
Actual,Player 8,Strength Building,4,10/03/2022
Actual,Player 8,Strength Building,8,11/03/2022
Actual,Player 8,Strength Building,7,14/03/2022
Actual,Player 8,Strength Building,7,15/03/2022
Carried over,Player 8,Strength Building,7,17/03/2022
Actual,Player 8,Strength Building,7,16/03/2022
Actual,Player 8,Strength Building,5,18/03/2022
Carried over,Player 8,Strength Building,10,23/03/2022
Carried over,Player 8,Strength Building,10,22/03/2022
Actual,Player 8,Strength Building,10,21/03/2022
Actual,Player 8,Strength Building,7,24/03/2022
Actual,Player 8,Strength Building,4,25/03/2022
Actual,Player 8,Strength Building,4,28/03/2022
Carried over,Player 8,Strength Building,8,30/03/2022
Actual,Player 8,Strength Building,8,29/03/2022
Carried over,Player 8,Strength Building,4,04/04/2022
Carried over,Player 8,Strength Building,4,01/04/2022
Actual,Player 8,Strength Building,4,31/03/2022
Carried over,Player 8,Strength Building,7,06/04/2022
Actual,Player 8,Strength Building,7,05/04/2022
Actual,Player 8,Strength Building,8,07/04/2022
Actual,Player 8,Strength Building,9,08/04/2022
Carried over,Player 8,Strength Building,9,12/04/2022
Actual,Player 8,Strength Building,9,11/04/2022
Carried over,Player 8,Strength Building,6,19/04/2022
Carried over,Player 8,Strength Building,6,18/04/2022
Carried over,Player 8,Strength Building,6,15/04/2022
Carried over,Player 8,Strength Building,6,14/04/2022
Actual,Player 8,Strength Building,6,13/04/2022
Carried over,Player 8,Strength Building,7,21/04/2022
Actual,Player 8,Strength Building,7,20/04/2022
Carried over,Player 8,Strength Building,10,26/04/2022
Carried over,Player 8,Strength Building,10,25/04/2022
Actual,Player 8,Strength Building,10,22/04/2022
Actual,Player 8,Strength Building,9,27/04/2022
Actual,Player 8,Strength Building,3,28/04/2022
Actual,Player 8,Strength Building,10,29/04/2022
Carried over,Player 8,Strength Building,10,04/05/2022
Carried over,Player 8,Strength Building,10,03/05/2022
Actual,Player 8,Strength Building,10,02/05/2022
Actual,Player 8,Strength Building,4,05/05/2022
Actual,Player 8,Strength Building,5,06/05/2022
Actual,Player 8,Strength Building,7,09/05/2022
Actual,Player 8,Strength Building,10,10/05/2022
Actual,Player 8,Strength Building,5,11/05/2022
Carried over,Player 8,Strength Building,3,13/05/2022
Actual,Player 8,Strength Building,3,12/05/2022
Actual,Player 8,Strength Building,10,16/05/2022
Carried over,Player 8,Strength Building,7,18/05/2022
Actual,Player 8,Strength Building,7,17/05/2022
Carried over,Player 8,Strength Building,5,20/05/2022
Actual,Player 8,Strength Building,5,19/05/2022
Carried over,Player 8,Strength Building,8,25/05/2022
Carried over,Player 8,Strength Building,8,24/05/2022
Actual,Player 8,Strength Building,8,23/05/2022
Carried over,Player 8,Strength Building,3,27/05/2022
Actual,Player 8,Strength Building,3,26/05/2022
