Document Index (generated),conn_country,Album Name,Artist Name,Track Name,ms_played,reason_end,reason_start,shuffle,skipped,spotify_track_uri,ts
152,GB,Nuit Noire,Lost in Kiev,Insomnia,110776,unexpected-exit-while-paused,trackdone,True,,spotify:track:1di7h244SmoeqEEGNfpIxO,2021-06-18T18:32:58Z
153,GB,Bleed American,Jimmy Eat World,Sweetness,220506,trackdone,trackdone,False,False,spotify:track:0YQfhg5OhBajiuMbtQFxPs,2015-05-31T19:19:47Z
154,GB,The Essential Radio Birdman,Radio Birdman,New Race,163653,trackdone,trackdone,False,,spotify:track:7cV2KyjsElNwspKQrpJYHC,2018-02-07T10:30:06Z
155,GB,Recipe for Rhythm,The Jive Aces,Up a Lazy River,211026,trackdone,trackdone,False,False,spotify:track:4b0EyMMrp43lgCNn5xjYJf,2015-07-11T14:08:02Z
156,GB,Dropped,Brick + Mortar,Train,185029,trackdone,trackdone,False,,spotify:track:5fAeD0Y8eG2EWN2e5ZRpxa,2019-09-27T12:49:57Z
157,GB,She Is Murder,Vast,She Is Murder,223043,trackdone,trackdone,False,,spotify:track:0hrVijhrjIazR9hxHZfZNx,2019-05-10T19:36:03Z
158,GB,Encore,Eminem,Em Calls Paul - Skit,71746,trackdone,trackdone,False,False,spotify:track:4wBv2XpeG71X1C8EyrUoe3,2016-01-11T17:12:14Z
159,GB,TALKING IS HARD (Expanded Edition),WALK THE MOON,Shut Up and Dance,199080,trackdone,trackdone,False,,spotify:track:0kzw2tRyuL9rzipi5ntlIy,2017-02-18T09:49:08Z
160,GB,Saving Abel,Saving Abel,Addicted,222850,trackdone,trackdone,False,False,spotify:track:3pxCXv0NACYfYnLjFcQW5D,2015-01-20T12:41:36Z
161,GB,Hopeless (Slowed + Reverb),Always Never,Hopeless (Slowed + Reverb),185742,trackdone,trackdone,True,,spotify:track:2dOKoeOf9AXZL7F3RDiT0H,2022-04-03T11:35:01Z
162,GB,Amaryllis,Shinedown,Adrenaline,206184,trackdone,trackdone,False,False,spotify:track:5oJrV0mGkw9dilk96X3W0c,2015-02-03T18:45:04Z
163,GB,The Darker The Weather // The Better The Man,MISSIO,The Darker The Weather // The Better The Man,227253,trackdone,trackdone,False,,spotify:track:60JeC08kgv03TAcFZcJth6,2021-12-17T17:10:01Z
164,GB,World of Warcraft Original Soundtrack,Jason Hayes,Legends of Azeroth (Main Title),35016,logout,trackdone,True,,spotify:track:0N36RNj8gTvpJswtStaahM,2017-04-27T14:32:42Z
165,GB,Dragon Age 2,Inon Zur,Fenris Theme,146413,trackdone,trackdone,False,False,spotify:track:5QfX7OFvJ7L7XLjQXW2Nx9,2015-07-17T21:48:26Z
166,GB,メガロボクス オリジナル・サウンドトラック,mabanua,The theme of Yukiko Shirato - Slow,64776,trackdone,trackdone,True,,spotify:track:0CZBOj5Q6fpTQsa9W49tQc,2019-12-13T17:06:19Z
167,GB,Your Name.,RADWIMPS,Katawaredoki,170026,trackdone,trackdone,True,,spotify:track:4WedBZTeFawYCBCgfj36iK,2018-12-29T16:24:41Z
168,GB,Phobia,Breaking Benjamin,Dance With The Devil,227106,trackdone,trackdone,False,,spotify:track:10ASBwZsp7oUUDsJEYz3uS,2021-02-25T00:18:23Z
169,GB,Femejism,Deap Vally,Post Funk,231826,trackdone,trackdone,False,,spotify:track:1bhFv7UcoQWu6ocrYrJkpQ,2021-12-13T09:53:36Z
170,GB,When The World Comes Down,The All-American Rejects,Gives You Hell,213106,trackdone,trackdone,True,,spotify:track:1wYJnu1hMrYMNrkXKTVrYd,2018-06-04T10:26:09Z
171,GB,Blackbird,Alter Bridge,Blackbird,478133,trackdone,trackdone,False,,spotify:track:2o4AknH1hXnleCRW2rH45w,2021-03-16T23:16:55Z
172,GB,The End of the World,Sharon Van Etten,The End of the World,178640,trackdone,trackdone,False,,spotify:track:0Sg9bWEaPtDO2JE7qwcMvy,2021-05-05T14:47:18Z
173,GB,Десять стрел,Aquarium,Город,153399,trackdone,trackdone,False,,spotify:track:1LbgQYFLNpNGmD5lSs3yC4,2021-11-21T20:19:15Z
174,GB,Balloons At Your Funeral,Trenchcoat,The Ghost of Irvin Dean,302266,endplay,trackdone,False,False,spotify:track:0xEYNW534N8ccOik3N5IBY,2015-12-20T13:47:39Z
175,GB,Recovery,Eminem,Talkin’ 2 Myself,93453,logout,trackdone,True,,spotify:track:6q4XYddaLXrw1v23n4Ai4B,2016-08-28T18:51:21Z
176,GB,Holy Diver,Dio,Holy Diver,340640,trackdone,trackdone,False,,spotify:track:54yLLvpezvPO1lA3GspiZj,2017-11-26T01:35:53Z
177,GB,Hades: Original Soundtrack,Darren Korb,Out of Tartarus,353972,trackdone,trackerror,False,,spotify:track:4FuOHRPC3ZIQ7VQd7KMbds,2021-05-14T13:29:22Z
178,GB,メガロボクス オリジナル・サウンドトラック,mabanua,Megalonia News Network,72020,trackdone,trackdone,True,,spotify:track:3IsB3LsCKtzuIwp97NyULx,2019-03-04T07:53:25Z
179,GB,"Echoes, Silence, Patience & Grace",Foo Fighters,The Pretender,269373,trackdone,trackdone,False,,spotify:track:7x8dCjCr0x6x2lXKujYD34,2016-05-31T13:47:55Z
180,GB,Omega Music Library 3,Marcus D,1-800-SAVED 150,116124,trackdone,trackdone,False,,spotify:track:2CRwmKTV0suBByckp72Kpp,2021-11-27T09:09:21Z
181,GB,Death Stranding,CHVRCHES,Death Stranding,316214,trackdone,trackdone,False,,spotify:track:1KOGBw8kuawbxJWqcHypy0,2021-01-01T22:06:29Z
182,GB,Game Collection from Kingdom Hearts,Berlin Virtual Symphonics,"Always on my mind (from ""Kingdom Hearts"")",109007,trackdone,trackdone,False,,spotify:track:5J6op7rPC4vDkGpMCjeIcg,2017-04-05T15:09:14Z
183,GB,10 Years,Talco,Bella ciao,288482,endplay,trackdone,False,,spotify:track:0dDqNmSEXTh8S2DoLAGwJe,2020-05-26T14:30:15Z
184,GB,Time Of My Life,3 Doors Down,Believer,178186,trackdone,trackdone,False,,spotify:track:52eLB9JCFxSoSa2m4FWlTW,2016-04-01T09:03:24Z
185,GB,Sci-Fi Crimes,Chevelle,Sleep Apnea,231600,trackdone,trackdone,False,False,spotify:track:2CPlXiQmnvuinubDFgAeTU,2015-06-08T22:21:37Z
186,GB,ポラリス (Slushii Remix) - SACRA BEATS Singles,BLUE ENCOUNT,ポラリス (Slushii Remix) - SACRA BEATS Singles,157346,trackdone,trackdone,False,,spotify:track:3HyLtmpGKgTz1KCebMl5Ni,2021-09-19T19:38:32Z
187,GB,The Strange Case of...,Halestorm,I Miss the Misery,183510,trackdone,trackdone,False,False,spotify:track:60rHc4AkLlP4XVSATvBb6K,2015-02-15T16:19:59Z
188,GB,Audio Secrecy,Stone Sour,Imperfect,262280,trackdone,trackdone,False,False,spotify:track:4Y7GS2O7hjCUywYLXNnSbJ,2015-05-12T01:30:43Z
189,GB,The Smart Attitude of Tommy Flanagan,Tommy Flanagan,Willow Weep for Me,387373,trackdone,fwdbtn,True,,spotify:track:4dwvM6WSpM4xO7scm3ufft,2018-08-17T13:01:04Z
190,GB,VIBES,This Romeo,VIBES,103663,fwdbtn,trackdone,False,,spotify:track:3Ueasm2dHgwpKzhKzXLrLs,2021-10-22T15:43:48Z
191,GB,ポラリス (Slushii Remix) - SACRA BEATS Singles,BLUE ENCOUNT,ポラリス (Slushii Remix) - SACRA BEATS Singles,157346,trackdone,trackdone,True,,spotify:track:3HyLtmpGKgTz1KCebMl5Ni,2021-08-30T08:25:50Z
192,GB,Narrated For You,Alec Benjamin,If We Have Each Other,181522,trackdone,trackdone,False,,spotify:track:7pT6WSg4PCt4mr5ZFyUfsF,2019-12-13T13:57:32Z
193,GB,Humanz,Gorillaz,She's My Collar (feat. Kali Uchis),209560,trackdone,trackdone,True,,spotify:track:3lIxtCaROdRDuTnNBDm3n2,2018-10-04T16:36:47Z
194,GB,The Marshall Mathers LP2,Eminem,Berzerk,211158,logout,trackdone,True,,spotify:track:06aw4JI5nYa8XBeBKVrltZ,2017-06-19T08:36:49Z
195,GB,Dysfunction,Staind,Mudshovel,282043,trackdone,trackdone,False,False,spotify:track:6264zKFgXM13JuRBX4MMyD,2015-03-20T21:59:04Z
196,GB,Wasted Years (Piano/Strings Version),Cold,Wasted Years (Piano/Strings Version),230240,trackdone,trackdone,True,,spotify:track:43IM8RTY5gg0FOytmN2gfn,2020-05-25T16:33:52Z
197,GB,Soirée,Ark Patrol,Soirée,185898,trackdone,trackdone,False,,spotify:track:1HHv4KeSjn5VFIPQ4hd39c,2017-01-27T10:06:52Z
198,GB,The View From the Bottom,Lit,C'mon,1764,endplay,trackdone,False,True,spotify:track:1ms9gg2kv1Ze8wL4Iho9Pz,2015-06-28T13:21:48Z
199,GB,Humanz,Gorillaz,Busted and Blue,277053,trackdone,fwdbtn,True,,spotify:track:04zxGiXcmNQ0m9oDXtwo18,2018-10-02T06:15:55Z
200,GB,Almost Nasty,Tinez Roots Club,That's My Gal,256333,trackdone,clickrow,False,False,spotify:track:29bs6CPzV79JnWwz6zR49v,2015-06-29T19:45:44Z
201,GB,Anime on Strings,Jajnov,"Kindan no 666 (From ""Diabolik Lovers More Blood"")",91333,trackdone,trackdone,False,,spotify:track:4aYItTZYtJdVmR2AP8q5Dl,2017-03-29T14:48:18Z
202,GB,The Strange Case of...,Halestorm,I Miss the Misery,183510,trackdone,trackdone,False,False,spotify:track:60rHc4AkLlP4XVSATvBb6K,2015-01-16T21:26:52Z
203,GB,Break The Spell (Deluxe Version),Daughtry,Who's They,191746,trackdone,trackdone,True,False,spotify:track:2XeKCpc144M839jZsuVryb,2016-01-25T10:38:31Z
204,PL,Stone Sour,Stone Sour,Bother,240400,trackdone,trackdone,False,,spotify:track:0AfIsqZ4gTUg9CwwW2jLeK,2017-03-06T20:22:59Z
205,GB,Drama Boy (B&E Redo),Beissoul & Einius,Drama Boy (B&E Redo) - Radio Edit,203738,trackdone,trackdone,True,,spotify:track:1RiZrXXQMiLRACutTZwgUt,2019-11-19T14:02:36Z
206,GB,Rattle Them Bones,Big Bad Voodoo Daddy,Why Me?,214280,trackdone,trackdone,False,False,spotify:track:2i01EVk3nLeLBTHgGOKUQF,2015-11-27T15:54:26Z
207,GB,AUTOBIOGRAPHY,Nano,AUTOBIOGRAPHY,291598,unexpected-exit-while-paused,trackdone,False,,spotify:track:0KkHSXj26qioIhxMKZVj2p,2021-05-16T19:21:45Z
208,GB,Were You Ever Wanted (Lost Tapes),Röyksopp,Were You Ever Wanted (Lost Tapes),337198,trackdone,trackdone,False,,spotify:track:5QiiyIfXL1gPzp7dDS9DrQ,2021-06-22T14:41:25Z
209,GB,Drones,Muse,Dead Inside,0,endplay,appload,True,True,spotify:track:2daZovie6pc2ZK7StayD1K,2015-11-20T21:51:49Z
210,GB,Agents Of Fortune,Blue Öyster Cult,(Don't Fear) The Reaper,308120,trackdone,trackdone,False,,spotify:track:5QTxFnGygVM4jFQiBovmRo,2017-11-28T21:01:44Z
211,GB,Zankyō Reference,ONE OK ROCK,Answer is near,219826,trackdone,trackdone,False,,spotify:track:3N29lMZHMKTVGXUN5aqzl5,2018-06-25T14:36:26Z
212,GB,White Crow,Beissoul & Einius,Into the Deep,188748,endplay,trackdone,False,,spotify:track:6Lz6Z0ZqCT0VizMwHCLchH,2019-11-19T07:56:50Z
213,GB,Plural,Electric Guest,Bound to Lose,223613,trackdone,trackdone,True,,spotify:track:0UgBP0Khczq9826lOKkTUH,2018-09-18T15:45:08Z
214,GB,Hybrid Theory,Linkin Park,Crawling,210773,trackdone,trackdone,False,,spotify:track:57BrRMwf9LrcmuOsyGilwr,2017-05-05T14:39:25Z
215,GB,Renzokudoramawsuiteiyuzai OriginalSoundtrack,Hiroyuki Sawano,zai,286226,trackdone,fwdbtn,True,,spotify:track:1TQ1F2CBHKGjTC0lSOhSgy,2016-04-13T08:47:34Z
216,GB,Epicon,Globus,Orchard of Mines - Radio Edit,237293,trackdone,trackdone,False,,spotify:track:09py7ovPdtO7Ij4tntcV3a,2019-04-06T14:50:51Z
217,GB,The Now Now,Gorillaz,Souk Eye,930,endplay,clickrow,False,,spotify:track:4fjzDf54eBNOlW45mNe14U,2019-09-04T20:18:41Z
218,GB,Average White Band,Average White Band,Pick up the Pieces,234586,trackdone,trackdone,False,,spotify:track:2H5nsVLjDwWsxfyajm0lVS,2021-06-27T17:40:50Z
219,GB,Relapse,Eminem,Old Time's Sake,278160,trackdone,trackdone,False,False,spotify:track:7CmZmiCqn9xKG3rLnr1GKD,2016-01-02T18:21:36Z
220,GB,Blackbird,Alter Bridge,Before Tomorrow Comes,246786,trackdone,trackdone,False,False,spotify:track:1fDff4AFeExL898cpznOIk,2015-06-17T23:01:56Z
221,GB,Death of a Bachelor,Panic! At The Disco,Hallelujah,180626,trackdone,trackdone,False,False,spotify:track:6TzJLISIitIzn1WtjDY0Op,2016-02-20T13:23:57Z
222,GB,Remember the Name,Pay money To my Pain,Weight of My Pride,272040,trackdone,trackdone,False,,spotify:track:0P709HS0JJuIBAfO96W0lu,2019-11-01T19:29:43Z
223,GB,Butterfly Kiss,FamilyJules,Butterfly Kiss,212890,trackdone,trackdone,True,,spotify:track:0KEsZXKeoBMdpee4OOmUBO,2019-03-04T08:20:07Z
224,GB,Loner,MISSIO,Bottom Of The Deep Blue Sea,27930,trackdone,appload,False,,spotify:track:6AvslIXIi9iaGvukefyVVK,2019-03-27T22:09:53Z
225,GB,Transistor Original Soundtrack,Darren Korb,In Circles (feat. Ashley Barrett),206463,trackdone,trackdone,True,,spotify:track:66H8Pon5ZiRE4p8W4OOf6I,2019-08-01T09:10:40Z
226,GB,Ancient Noise,Patrick Sweany,Up and Down,224173,trackdone,trackdone,True,,spotify:track:4wJUQsT5D2LpNnB0HPrsBm,2019-06-21T09:42:55Z
227,GB,Anime: Piano & Vocal Collection [Vol. 1],Dan DeSimone,Lugias Song (Pokémon 2000),102610,trackdone,trackdone,False,False,spotify:track:6xrGTJMlgl8GRn50xKlr6o,2016-01-15T17:37:22Z
228,GB,#Asecretcontract,Beissoul & Einius,Heaven,197568,trackdone,trackdone,True,,spotify:track:0pJx0RCvx91FaE56zGPxHN,2019-11-19T10:47:11Z
229,GB,All Hope Is Gone,Slipknot,Snuff,276146,trackdone,trackdone,True,,spotify:track:3RptaQ5Xb8WvtpItZ2f9Hi,2018-12-12T23:26:40Z
230,GB,Leave a Whisper,Shinedown,Burning Bright,227106,trackdone,trackdone,False,False,spotify:track:2v2tACRdYHWFMuUIvSI4fL,2015-06-14T12:36:04Z
231,GB,American Idiot,Green Day,Holiday / Boulevard of Broken Dreams,412782,endplay,trackdone,False,,spotify:track:0MsrWnxQZxPAcov7c74sSo,2016-04-07T18:32:48Z
232,GB,Welcome oblivion,How To Destroy Angels,The space in between - bonus track,214320,trackdone,trackdone,False,,spotify:track:1wKy1UGBNH8B7lTfxX4wm0,2020-06-09T13:05:09Z
233,GB,Sincerely…,Kenichiro Nishihara,all these years,230119,trackdone,trackdone,False,,spotify:track:73Ppz5CqHbobNWv6OEeI7K,2019-02-22T07:43:03Z
234,GB,Confessions,Buckcherry,Dreamin' Of You,201561,trackdone,trackdone,False,False,spotify:track:7h3WXkF0084fIRce4XFfxg,2015-06-13T18:33:58Z
235,GB,Protect The Land / Genocidal Humanoidz,System Of A Down,Protect The Land,4730,endplay,trackdone,False,,spotify:track:11ajcVj3qSyyMPUpTJUP3y,2021-08-02T11:47:58Z
236,GB,For Time Is the Longest Distance Between Two People,Beshken,The Roman Call,238386,trackdone,trackdone,False,,spotify:track:6tmuwUOlNxSDIai382p5la,2022-03-23T19:08:54Z
237,GB,Humanz,Gorillaz,Submission (feat. Danny Brown & Kelela),201573,trackdone,trackdone,True,,spotify:track:2W4yTO3qHdqyvbz2UxfIPh,2018-11-13T16:42:00Z
238,GB,Curtain Call,Eminem,Mockingbird,251266,trackdone,trackdone,True,,spotify:track:17baAghWcrewNOcc9dCewx,2016-05-12T15:01:20Z
239,GB,Identity,grandson,Identity,24220,endplay,playbtn,False,,spotify:track:6xDpjffkQ4daA6AiR7F15m,2020-08-07T13:34:08Z
240,GB,Rosalie Cunningham,Rosalie Cunningham,Dethroning of the Party Queen,260624,trackdone,trackdone,True,,spotify:track:6A5UdtgtkMko6VtfnqO4jn,2022-04-28T07:46:18Z
241,GB,Broken Machine (Deluxe),Nothing But Thieves,Amsterdam,272240,trackdone,trackdone,False,,spotify:track:454I78HEySdcHE8fcVabTb,2019-07-02T10:33:10Z
242,GB,Ghosthorse,Brendon Small's Galaktikon,Ghosthorse,199578,trackdone,trackdone,False,,spotify:track:5CV3F2Mrme7gCoC7rrGIZc,2021-11-02T16:52:33Z
243,GB,Andrea Bocelli: The Complete Pop Albums,Andrea Bocelli,Canto Della Terra,241344,trackdone,trackdone,False,False,spotify:track:3uzcUR8ug8uLI4UEf0XTdk,2015-03-13T19:32:07Z
244,GB,Relapse: Refill,Eminem,Music Box,304906,endplay,trackdone,False,,spotify:track:3JcC0WHJMBWNpzDR1Npfj7,2016-05-11T21:26:37Z
245,GB,Homesick,A Day To Remember,If It Means a Lot to You,44970,endplay,trackdone,False,,spotify:track:6J7cSyvSCnPwv3vqHchEfL,2021-01-02T15:54:22Z
246,GB,White Rabbit,Egypt Central,White Rabbit,217786,trackdone,trackdone,False,,spotify:track:4QhSscYz3TPLEwD6lMezvG,2017-09-08T10:35:00Z
247,GB,In Waves,Trivium,Drowning in Slow Motion,269920,trackdone,trackdone,True,False,spotify:track:5yC9S1NzFYgbAz2xtfA54s,2016-01-27T15:59:06Z
248,GB,Almost Nasty,Tinez Roots Club,Full Tilt Boogie,208213,trackdone,trackdone,False,False,spotify:track:1tP0Jc1hrIo9mjQt7Pz8xw,2015-06-30T13:11:26Z
249,GB,Doncamatic (feat. Daley),Gorillaz,Doncamatic (feat. Daley),202066,endplay,fwdbtn,True,,spotify:track:0OFQwUVOYXn4E8scJq0PAc,2018-09-25T17:15:53Z
250,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,Scars,208213,trackdone,trackdone,False,,spotify:track:3iGjPHGVRKPgQ6LvSN2zJI,2019-12-22T20:32:17Z
251,GB,The Bastards,Palaye Royale,Little Bastards,218326,trackdone,trackdone,False,,spotify:track:7w5rh9x3sjgTRirjfCKsjd,2021-06-16T20:40:11Z
252,GB,Fooled Again,Gracchus,Fooled Again,169966,logout,trackdone,True,,spotify:track:1HvWvzt15UWLSZmTT7ose5,2022-04-27T16:04:47Z
253,GB,This Is Your Sign Part II,Citizen Soldier,Worst in Me,185480,trackdone,trackdone,False,,spotify:track:2la5O2qmb1lDjKVdVFcCSx,2022-05-06T16:14:06Z
254,GB,Encore,Eminem,Rain Man,313946,trackdone,trackdone,False,False,spotify:track:2IkIceHOpstpWzBgGxQEVv,2016-01-04T19:53:04Z
255,GB,One By One,Foo Fighters,All My Life,262733,trackdone,trackdone,False,False,spotify:track:40Gxnw5Vc8hnhGFknXHe3R,2015-12-30T23:55:30Z
256,GB,Give Yourself Away,Matt Woods,Give Yourself Away,208483,trackdone,trackdone,False,False,spotify:track:05N2QbM5WzTLTuSuZ611dd,2015-03-26T20:27:15Z
257,GB,Consciousness,Smile Empty Soul,O'lord,240000,trackdone,trackdone,False,False,spotify:track:23eKyMkP2iAWnKIssWRXcO,2015-10-11T18:31:55Z
258,GB,Paramore,Paramore,Ain't It Fun,296520,trackdone,trackdone,False,,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,2016-05-20T19:41:07Z
259,GB,紫の夜を越えて,SPITZ,紫の夜を越えて,262905,trackdone,trackdone,False,,spotify:track:7CjzBV5sLZVetxFmQrgkxs,2021-08-17T16:28:14Z
260,GB,Kingdoms of Amalur: Reckoning,Grant Kirkhope,Gadflow,35490,endplay,clickrow,False,,spotify:track:4IPzHlxZE1cigCudmOVjZA,2018-10-09T20:15:11Z
261,GB,"jazz files, Vol.1",tusken.,mos eisley cantina,108824,trackdone,trackdone,False,,spotify:track:4V2fxLZRrvLTZBENnSCr0a,2018-12-20T02:52:55Z
262,GB,Coco Part 2,Parov Stelar,Matilda,201586,trackdone,trackdone,False,False,spotify:track:5BVUz2uyqMJ4V8ahbJ7zZD,2015-01-16T00:03:22Z
263,GB,Московская прописка,Kombinaciya,Бухгалтер,271506,trackdone,trackdone,False,,spotify:track:3JeCVPctOYKQmiB1UlVtvm,2021-04-17T21:01:10Z
264,GB,FIXION,THE ORAL CIGARETTES,Kizukeyo Baby,161200,logout,trackdone,True,,spotify:track:3EEaEEltAaQAp0EhIwJEaK,2018-03-21T09:33:48Z
265,GB,Lighthouse Shine,Ross Copperman,How Many Heartbreaks,95539,logout,trackdone,False,,spotify:track:4r79COT5OiNuWSdraQb7ph,2019-06-23T16:34:13Z
266,GB,Auracle,Lesiem,Bonitas,354400,trackdone,trackdone,True,,spotify:track:2UBWZqBuiHrrPcuNyRW3Me,2018-06-19T08:40:03Z
267,GB,American Tragedy,Hollywood Undead,Levitate,204094,trackdone,trackdone,False,False,spotify:track:3EdRNHyeFk0p6igyWt1J0D,2015-02-19T13:23:14Z
268,GB,Atomic Blonde (Original Motion Picture Soundtrack),Tyler Bates,C*cks*cker,107858,trackdone,trackdone,False,,spotify:track:5TyWIWug3P9BmQ6IYGSzV1,2020-09-18T16:27:51Z
269,GB,Niche Syndrome,ONE OK ROCK,Jibun ROCK,227040,trackdone,trackdone,True,,spotify:track:32vhIgxDnGZCZXU12OoMXg,2019-04-09T07:17:51Z
270,GB,Ellengæst,Crippled Black Phoenix,Lost,491180,trackdone,trackdone,True,,spotify:track:3R2ZZwpZ6u7nsnULlu2zrj,2022-03-28T10:43:45Z
271,GB,Have Another Ball,Me First and the Gimme Gimmes,Country Roads,130933,trackdone,trackdone,True,False,spotify:track:2sj6shokFZofFW0VaygHAA,2015-12-28T11:55:50Z
272,ZZ,Immunity,Jon Hopkins,Open Eye Signal,468449,trackdone,trackdone,False,,spotify:track:6wMTeVootJ8RdCLNOZy5Km,2019-12-03T21:14:15Z
273,GB,One-X,Three Days Grace,Time of Dying,186373,trackdone,clickrow,False,,spotify:track:7piw04hPQZ1OHZ9Fq9JOXR,2018-02-26T13:37:54Z
274,GB,#Asecretcontract,Beissoul & Einius,Dream Up,233882,trackdone,trackdone,False,,spotify:track:4R4n2EYj6UeoDp0thNZOi0,2019-12-20T21:04:34Z
275,GB,До Свидания,IC3PEAK,TRRST,13370,endplay,clickrow,False,,spotify:track:4A0YuzcYuEEP8A3oEZTddL,2021-01-31T16:19:02Z
276,GB,Seventeen Days,3 Doors Down,Landing In London,271373,trackdone,trackdone,False,False,spotify:track:3ItHxaRVO9Fxd25QGjfq15,2015-06-15T20:29:24Z
277,GB,You Got My Mind Messed Up,James Carr,The Dark End of the Street,153986,trackdone,trackdone,False,,spotify:track:7GykWKpUdiwoYLCACCpmjp,2021-05-06T22:16:30Z
278,GB,Getting Away With Murder,Papa Roach,Scars,50830,unexpected-exit-while-paused,trackdone,False,,spotify:track:5bwv0PjBDX9VbKLWKsY1mQ,2017-12-13T09:36:36Z
279,GB,Dear Agony,Breaking Benjamin,Into The Nothing,223933,trackdone,trackdone,False,,spotify:track:68xgvARiUEX7MnUAVsBgJV,2018-01-26T15:26:56Z
280,GB,This House,Hazen,This House,213188,trackdone,trackdone,True,,spotify:track:4UTGDwECBEkIZqdOo186zY,2022-03-21T17:44:06Z
281,GB,Glassworks - Expanded Edition,Philip Glass,Glassworks: I. Opening,384861,trackdone,trackdone,False,False,spotify:track:4gdwUYVnVv8u0t6XaYob4v,2015-03-03T21:39:18Z
282,GB,Everydaylife,One Less Reason,A Day To Be Alone,267386,trackdone,trackdone,False,False,spotify:track:7sMXMS8qq5EKqpInERPMDm,2015-10-25T12:14:08Z
283,GB,Your Name (Original Motion Picture Soundtrack),RADWIMPS,Zenzenzense - Movie Version,284405,trackdone,fwdbtn,False,,spotify:track:2lNDgNkkwo3tbyiVm9X8X0,2016-10-21T13:33:17Z
284,GB,Pitfalls,Leprous,Below,352548,trackdone,trackdone,True,,spotify:track:6rIwcMGcZtPdpi6U9llpb0,2022-02-25T09:16:48Z
285,GB,Tighter,Mindless Self Indulgence,Molly,104880,trackdone,trackdone,False,,spotify:track:1kTZ1aERsOBTrihsDdGFNn,2021-07-16T16:01:13Z
286,GB,Transistor Original Soundtrack,Darren Korb,Old Friends,201324,trackdone,trackdone,False,,spotify:track:4zmT3KiW5UVfzGSIkYbs0y,2016-07-10T11:17:05Z
287,GB,All Blurry,Sleepdealer,All Blurry,127228,trackdone,trackdone,True,,spotify:track:0RQv3slpYvismio0qvsnn7,2022-01-28T16:00:46Z
288,GB,Snakes (from the series Arcane League of Legends),MIYAVI,Snakes (from the series Arcane League of Legends),161376,trackdone,trackdone,False,,spotify:track:7LmyUD78mtwBDzgVV4P5F4,2021-11-26T16:45:22Z
289,GB,Lights And Sounds,Yellowcard,City Of Devils,263093,trackdone,trackdone,False,,spotify:track:1GQFA0GfR4z97z6CRY0G0R,2016-07-19T19:36:11Z
290,GB,Trench,Twenty One Pilots,My Blood,229120,trackdone,trackdone,True,,spotify:track:5HeKOKc4phmLn8e4I7EkzD,2019-02-08T15:31:08Z
291,GB,How To Be A Human Being,Glass Animals,Youth,230693,trackdone,trackdone,False,,spotify:track:1LPGwuFgIzbJoShfDdw7MY,2018-11-14T13:41:20Z
292,GB,VA-11 Hall-A (Original Soundtrack: Second Round),Garoad,Digital Drive,93257,trackdone,trackdone,False,,spotify:track:3fNhW9P7KIB2vVHypo78cP,2019-12-09T15:06:48Z
293,GB,Best of Dr Zoot,Dr. Zoot,You're Jivin' Me Crazy,176986,trackdone,trackdone,True,,spotify:track:3sNpHW7rHS6JH9fGwY2nJM,2017-08-15T14:52:20Z
294,GB,Stadium Arcadium,Red Hot Chili Peppers,Wet Sand,309800,trackdone,trackdone,False,,spotify:track:3L2Nyi3T7XabH8EEZFLDdX,2016-07-04T20:19:10Z
295,GB,All the Right Reasons,Nickelback,Savin' Me,0,trackdone,trackdone,False,False,spotify:track:5E5AG0JXjvm0gahzh9Q7T1,2015-04-17T09:44:08Z
296,GB,35xxxv,ONE OK ROCK,Stuck in the Middle,212106,trackdone,trackdone,False,,spotify:track:32YMb8lkm8csqnkDvifggO,2017-01-20T15:31:23Z
297,GB,Laikas Paikas,Beissoul & Einius,S.A.D,334791,trackdone,trackdone,False,,spotify:track:0FTKAXhWmcSU1WtmvvnMlK,2019-11-11T23:18:15Z
298,GB,Illusion of Choice,Whoopie Cat,Gentle Goodbye,411816,trackdone,trackdone,True,,spotify:track:4jwns1dt0ZdmMB05sxMzmO,2022-02-09T09:30:20Z
