Cumulative Monthly Cost,ID,Country,City,Address,Company,Office Size,Contract Start,Contract End,Contract Length,Months Until Expiry,People,Per Person,Rent per Month,Month Divider
1240000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/03/2024
1280000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/04/2024
1320000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/05/2024
1360000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/06/2024
1400000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/07/2024
1440000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/08/2024
1480000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/09/2024
1520000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/10/2024
1560000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/11/2024
1600000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/12/2024
1640000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/01/2025
1680000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/02/2025
1720000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/03/2025
1760000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/04/2025
1800000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/05/2025
1840000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/06/2025
1880000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/07/2025
1920000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/08/2025
1960000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/09/2025
2000000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/10/2025
2040000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/11/2025
2080000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/12/2025
2120000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/01/2026
2160000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/02/2026
2200000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/03/2026
2240000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/04/2026
2280000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/05/2026
2320000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/06/2026
2360000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/07/2026
2400000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/08/2026
2440000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,27/09/2026
10400,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/08/2021
20800,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/09/2021
31200,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/10/2021
41600,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/11/2021
52000,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/12/2021
62400,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/01/2022
72800,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/02/2022
83200,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/03/2022
93600,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/04/2022
104000,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/05/2022
114400,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/06/2022
124800,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/07/2022
135200,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/08/2022
145600,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/09/2022
156000,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/10/2022
166400,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/11/2022
176800,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/12/2022
187200,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/01/2023
197600,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/02/2023
208000,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/03/2023
218400,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/04/2023
228800,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/05/2023
239200,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/06/2023
249600,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,23/07/2023
260000,9,United Kingdom,London,25492 Brown Pass,Bergnaum-Parisian,Small,23/08/2021,22/08/2023,24,16,20,520,10400,22/08/2023
