Series,Week,Couple,Scores,Dance,Music,Result,Film,Broadway musical,Musical,Country,CelebratingBBC
3,Week 8: Quarterfinal,James & Camilla,"28 (7, 7, 7, 7)",American Smooth,"""Call Me Irresponsible"" —Michael Bublé",Safe,,,,,
3,Week 8: Quarterfinal,Patsy & Anton,"27 (6, 6, 7, 8)",Jive,"""Two Hearts"" —Phil Collins",Eliminated,,,,,
3,Week 8: Quarterfinal,Patsy & Anton,"31 (7, 8, 8, 8)",American Smooth,"""It Had to Be You"" —Harry Connick, Jr.",Eliminated,,,,,
3,Week 8: Quarterfinal,Darren & Lilia,"30 (8, 7, 8, 7)",Rumba,"""Beautiful"" —Christina Aguilera",Safe,,,,,
3,Week 8: Quarterfinal,Darren & Lilia,"32 (8, 8, 8, 8)",American Smooth,"""I Get the Sweetest Feeling"" —Jackie Wilson",Safe,,,,,
3,Week 8: Quarterfinal,Zoe & Ian,"32 (8, 7, 8, 9)",Cha-cha-cha,"""Ain't No Stoppin' Us Now"" —Edwin Starr",Bottom two,,,,,
3,Week 8: Quarterfinal,Zoe & Ian,"36 (9, 9, 9, 9)",American Smooth,"""Passing Strangers"" —Sarah Vaughan",Bottom two,,,,,
3,Week 9: Semifinal,Couple,Scores,Dance,Music,Result,,,,,
3,Week 9: Semifinal,Darren & Lilia,"35 (9, 9, 9, 8)",Waltz,"""Your Song"" —Elton John",Safe,,,,,
3,Week 9: Semifinal,Darren & Lilia,"29 (6, 7, 9, 7)",Samba,"""You to Me Are Everything"" —The Real Thing",Safe,,,,,
3,Week 9: Semifinal,Zoe & Ian,"36 (9, 9, 9, 9)",Viennese waltz,"""Always and Forever"" —Heatwave",Bottom two,,,,,
3,Week 9: Semifinal,Zoe & Ian,"33 (8, 8, 8, 9)",Paso doble,"""Manolita"" —Tito Schipa",Bottom two,,,,,
3,Week 9: Semifinal,James & Camilla,"33 (8, 8, 9, 8)",Foxtrot,"""Beyond the Sea"" —Bobby Darin",Eliminated,,,,,
3,Week 9: Semifinal,James & Camilla,"22 (4, 6, 7, 5)",Rumba,"""Home"" —Michael Bublé",Eliminated,,,,,
3,Week 9: Semifinal,Colin & Erin,"37 (9, 9, 10, 9)",Waltz,"""I Will Always Love You"" —Whitney Houston",Safe,,,,,
3,Week 9: Semifinal,Colin & Erin,"30 (7, 7, 8, 8)",Jive,"""Footloose"" —Kenny Loggins",Safe,,,,,
3,Week 10: Final,Couple,Scores,Dance,Music,Result,,,,,
3,Week 10: Final,Colin & Erin,"39 (9, 10, 10, 10)",Quickstep,"""Nice Work If You Can Get It"" —Bing Crosby",Runners-up,,,,,
3,Week 10: Final,Colin & Erin,"36 (9, 9, 9, 9)",Rumba,"""You're Beautiful"" —James Blunt",Runners-up,,,,,
3,Week 10: Final,Colin & Erin,No scores received,Showdance,"""You're Easy to Dance With"" —Fred Astaire",Runners-up,,,,,
3,Week 10: Final,Darren & Lilia,"36 (8, 9, 10, 9)",Foxtrot,"""Big Spender"" —Shirley Bassey",Winners,,,,,
3,Week 10: Final,Darren & Lilia,"36 (9, 9, 9, 9)",Paso doble,"""Don't Let Me Be Misunderstood"" —The Animals",Winners,,,,,
3,Week 10: Final,Darren & Lilia,No scores received,Showdance,"""A Night to Remember"" —Shalamar",Winners,,,,,
3,Week 10: Final,Zoe & Ian,"38 (9, 10, 9, 10)",Tango,"""Tango Argentino"" — Mario Battaini",Third place,,,,,
3,Week 10: Final,Zoe & Ian,"38 (9, 9, 10, 10)",Samba,"""Aquarius"" —The Fifth Dimension",Third place,,,,,
3,Week 10: Final,Zoe & Ian,No scores received,Showdance,"""America"" —fromWest Side Story",Third place,,,,,
4,Week 1,Couple,Scores,Dance,Music,Result,,,,,
4,Week 1,Matt & Lilia,"19 (2, 5, 6, 6)",Cha-cha-cha,"""(I Can't Get No) Satisfaction"" —The Rolling Stones",Safe,,,,,
4,Week 1,Nicholas & Nicole,"14 (2, 2, 5, 5)",Waltz,"""(You Make Me Feel Like) A Natural Woman"" —Aretha Franklin",Eliminated,,,,,
4,Week 1,Ray & Camilla,"27 (6, 6, 7, 8)",Cha-cha-cha,"""Can You Feel It?"" —The Jacksons",Safe,,,,,
4,Week 1,Peter & Erin,"25 (6, 5, 7, 7)",Waltz,"""The Greatest Love of All"" —Whitney Houston",Safe,,,,,
4,Week 1,DJ Spoony & Ola,"27 (5, 7, 8, 7)",Cha-cha-cha,"""Kiss"" —Prince",Safe,,,,,
4,Week 1,Jimmy & Flavia,"17 (3, 4, 5, 5)",Waltz,"""See The Day"" —Dee C. Lee",Bottom two,,,,,
4,Week 1,Mark & Karen,"27 (7, 7, 7, 6)",Cha-cha-cha,"""Let's Get Loud"" —Jennifer Lopez",Safe,,,,,
4,Week 2,Couple,Scores,Dance,Music,Result,,,,,
4,Week 2,Carol & Matthew,"25 (7, 5, 6, 7)",Quickstep,"""9 to 5"" —Dolly Parton",Safe,,,,,
4,Week 2,Mica & Ian,"20 (3, 5, 6, 6)",Rumba,"""You Give Me Something"" —James Morrison",Eliminated,,,,,
4,Week 2,Louisa & Vincent,"28 (7, 8, 6, 7)",Quickstep,"""Don't Get Me Wrong"" —The Pretenders",Safe,,,,,
4,Week 2,Georgina & James,"14 (3, 2, 5, 4)",Rumba,"""Let's Get It On"" —Marvin Gaye",Bottom two,,,,,
4,Week 2,Jan & Anton,"24 (6, 6, 6, 6)",Quickstep,"""When You're Smiling"" —Louis Armstrong",Safe,,,,,
4,Week 2,Claire & Brendan,"21 (7, 4, 4, 6)",Rumba,"""Show Me Heaven"" —Maria McKee",Safe,,,,,
4,Week 2,Emma & Darren,"33 (8, 8, 8, 9)",Quickstep,"""I Got Rhythm"" —Bobby Darin",Safe,,,,,
4,Week 3,Couple,Scores,Dance,Music,Result,,,,,
4,Week 3,Ray & Camilla,"29 (7, 6, 8, 8)",Tango,"""Money, Money, Money"" —ABBA",Safe,,,,,
4,Week 3,Carol & Matthew,"27 (6, 7, 7, 7)",Jive,"""Hanky Panky"" —Madonna",Safe,,,,,
4,Week 3,Matt & Lilia,"30 (8, 7, 7, 8)",Tango,"""Stand by Me"" —Ben E. King",Safe,,,,,
4,Week 3,Georgina & James,"18 (3, 3, 6, 6)",Jive,"""Burning Love"" —Elvis Presley",Bottom two,,,,,
4,Week 3,DJ Spoony & Ola,"27 (6, 7, 7, 7)",Tango,"""Tango D'Amour"" —Vicky Leandros",Eliminated,,,,,
4,Week 3,Claire & Brendan,"22 (4, 6, 6, 6)",Jive,"""Nutbush City Limits"" —Ike & Tina Turner",Safe,,,,,
4,Week 3,Jan & Anton,"18 (3, 4, 6, 5)",Jive,"""Do You Wanna Dance"" —Cliff Richard",Safe,,,,,
4,Week 3,Mark & Karen,"32 (7, 8, 8, 9)",Tango,"""Eleanor Rigby"" —The Beatles",Safe,,,,,
4,Week 3,Emma & Darren,"33 (8, 8, 8, 9)",Jive,"""The Edge of Heaven"" —Wham!",Safe,,,,,
4,Week 3,Peter & Erin,"31 (6, 8, 9, 8)",Tango,"""Tango Notturno"" — Tango Ballroom Orchestra Alfred Hause",Safe,,,,,
4,Week 3,Louisa & Vincent,"36 (8, 9, 9, 10)",Jive,"""Smiley Faces"" —Gnarls Barkley",Safe,,,,,
4,Week 4,Couple,Scores,Dance,Music,Result,,,,,
4,Week 4,Emma & Darren,"30 (8, 7, 7, 8)",Foxtrot,"""One"" —fromA Chorus Line",Safe,,,,,
4,Week 4,Matt & Lilia,"28 (7, 7, 7, 7)",Paso doble,"""I'd Do Anything for Love (But I Won't Do That)"" —Meat Loaf",Safe,,,,,
4,Week 4,Jan & Anton,"24 (5, 5, 7, 7)",Foxtrot,"""Night and Day"" —Ella Fitzgerald",Bottom two,,,,,
4,Week 4,Mark & Karen,"35 (8, 9, 9, 9)",Paso doble,"""Scott & Fran's Paso Doble"" —fromStrictly Ballroom",Safe,,,,,
4,Week 4,Carol & Matthew,"29 (6, 7, 8, 8)",Foxtrot,"""Stuck on You"" —Lionel Richie",Safe,,,,,
4,Week 4,Georgina & James,"26 (5, 6, 8, 7)",Foxtrot,"""Have You Met Miss Jones?"" —Robbie Williams",Eliminated,,,,,
4,Week 4,Peter & Erin,"19 (2, 5, 6, 6)",Paso doble,"""Mission: Impossible Theme"" —fromMission: Impossible",Safe,,,,,
4,Week 4,Louisa & Vincent,"26 (7, 5, 6, 8)",Foxtrot,"""Piece of My Heart"" —Erma Franklin",Safe,,,,,
4,Week 4,Ray & Camilla,"30 (7, 8, 7, 8)",Paso doble,"""It's My Life"" —Bon Jovi",Safe,,,,,
4,Week 4,Claire & Brendan,"24 (7, 4, 6, 7)",Foxtrot,"""Sweet Caroline"" —Neil Diamond",Safe,,,,,
4,Week 5,Couple,Scores,Dance,Music,Result,,,,,
4,Week 5,Louisa & Vincent,"29 (6, 8, 7, 8)",Salsa,"""Bailamos"" —Enrique Iglesias",Safe,,,,,
4,Week 5,Jan & Anton,"25 (5, 6, 7, 7)",Viennese waltz,"""Iris"" —The Goo Goo Dolls",Eliminated,,,,,
4,Week 5,Matt & Lilia,"25 (5, 6, 7, 7)",Salsa,"""Perfect Love"" —Simply Red",Safe,,,,,
4,Week 5,Ray & Camilla,"35 (8, 9, 9, 9)",Viennese waltz,"""I'll Make Love To You"" —Boyz II Men",Safe,,,,,
4,Week 5,Claire & Brendan,"21 (4, 5, 6, 6)",Salsa,"""Senorita"" —Justin Timberlake",Bottom two,,,,,
4,Week 5,Emma & Darren,"34 (8, 9, 8, 9)",Viennese waltz,"""Kiss From A Rose"" —Seal",Safe,,,,,
4,Week 5,Carol & Matthew,"29 (7, 6, 8, 8)",Salsa,"""Don't Stop 'Til You Get Enough"" —Michael Jackson",Safe,,,,,
4,Week 5,Peter & Erin,"28 (6, 7, 8, 7)",Viennese waltz,"""Have You Ever Really Loved a Woman?"" —Bryan Adams",Safe,,,,,
4,Week 5,Mark & Karen,"36 (9, 9, 9, 9)",Salsa,"""Hot, Hot, Hot"" —Arrow",Safe,,,,,
4,Week 6,Couple,Scores,Dance,Music,Result,,,,,
4,Week 6,Ray & Camilla,"26 (6, 6, 7, 7)",Samba,"""I Don't Feel Like Dancin'"" —Scissor Sisters",Eliminated,,,,,
4,Week 6,Claire & Brendan,"32 (8, 7, 9, 8)",American Smooth,"""Blue Moon"" —Frank Sinatra",Bottom two,,,,,
4,Week 6,Emma & Darren,"36 (9, 9, 9, 9)",Samba,"""María"" —Ricky Martin",Safe,,,,,
4,Week 6,Mark & Karen,"33 (8, 9, 7, 9)",American Smooth,"""Orange Colored Sky"" —Nat King Cole",Safe,,,,,
4,Week 6,Louisa & Vincent,"32 (8, 8, 8, 8)",Samba,"""Rhythm of the Night"" —DeBarge",Safe,,,,,
4,Week 6,Matt & Lilia,"34 (8, 8, 9, 9)",American Smooth,"""You Make Me Feel So Young"" —Frank Sinatra",Safe,,,,,
4,Week 6,Peter & Erin,"19 (3, 4, 6, 6)",Samba,"""Use It Up and Wear It Out"" —Odyssey",Safe,,,,,
4,Week 6,Carol & Matthew,"27 (6, 7, 7, 7)",American Smooth,"""It's Oh So Quiet"" —Björk",Safe,,,,,
4,Week 7,Couple,Scores,Dance,Music,Result,,,,,
4,Week 7,Emma & Darren,"30 (7, 7, 7, 9)",Cha-cha-cha,"""All Right Now"" —Free",Bottom two,,,,,
4,Week 7,Claire & Brendan,"29 (8, 8, 6, 7)",Tango,"""Ole Guapa"" —André Rieu",Safe,,,,,
4,Week 7,Mark & Karen,"27 (5, 6, 8, 8)",Rumba,"""Right Here Waiting"" —Richard Marx",Safe,,,,,
4,Week 7,Carol & Matthew,"30 (7, 7, 8, 8)",Cha-cha-cha,"""Dancing in the Moonlight"" —Toploader",Safe,,,,,
4,Week 7,Peter & Erin,"26 (6, 6, 7, 7)",Foxtrot,"""Something's Gotta Give"" —Sammy Davis, Jr.",Eliminated,,,,,
4,Week 7,Louisa & Vincent,"35 (8, 9, 9, 9)",Tango,"""Sweet Dreams (Are Made of This)"" —Eurythmics",Safe,,,,,
4,Week 7,Matt & Lilia,"37 (9, 9, 10, 9)",Waltz,"""What a Wonderful World"" —Louis Armstrong",Safe,,,,,
4,Week 8,Couple,Scores,Dance,Music,Result,,,,,
4,Week 8,Matt & Lilia,"28 (6, 7, 8, 7)",Jive,"""I Got You (I Feel Good)"" —James Brown",Safe,,,,,
4,Week 8,Carol & Matthew,"30 (7, 7, 8, 8)",Waltz,"""If You Don't Know Me by Now"" —Simply Red",Bottom two,,,,,
4,Week 8,Louisa & Vincent,"34 (8, 8, 9, 9)",Paso doble,"""Left Outside Alone"" —Anastacia",Safe,,,,,
4,Week 8,Emma & Darren,"34 (8, 8, 9, 9)",American Smooth,"""Anything Goes"" —Cole Porter",Safe,,,,,
4,Week 8,Claire & Brendan,"25 (5, 5, 8, 7)",Samba,"""I Love to Love"" —Tina Charles",Eliminated,,,,,
4,Week 8,Mark & Karen,"36 (9, 9, 9, 9)",Viennese waltz,"""Piano Man"" —Billy Joel",Safe,,,,,
4,Week 9,Couple,Scores,Dance,Music,Result,,,,,
4,Week 9,Carol & Matthew,"34 (8, 8, 9, 9)",Viennese waltz,"""Breakaway"" —Kelly Clarkson",Eliminated,,,,,
4,Week 9,Carol & Matthew,"34 (7, 9, 9, 9)",Samba,"""Club Tropicana"" —Wham!",Eliminated,,,,,
4,Week 9,Matt & Lilia,"34 (8, 8, 9, 9)",Quickstep,"""Walking on Sunshine"" —Katrina and the Waves",Safe,,,,,
4,Week 9,Matt & Lilia,"27 (6, 6, 8, 7)",Rumba,"""The Blower's Daughter"" —Damien Rice",Safe,,,,,
4,Week 9,Emma & Darren,"37 (9, 8, 10, 10)",Waltz,"""The Way We Were"" —Barbra Streisand",Bottom two,,,,,
4,Week 9,Emma & Darren,"37 (9, 9, 9, 10)",Paso doble,"""Explosive"" —Bond",Bottom two,,,,,
4,Week 9,Mark & Karen,"28 (7, 7, 7, 7)",Foxtrot,"""California Dreamin'"" —The Mamas & the Papas",Safe,,,,,
4,Week 9,Mark & Karen,"36 (9, 9, 9, 9)",Samba,"""I Go to Rio"" —Peter Allen",Safe,,,,,
4,Week 9,Louisa & Vincent,"33 (8, 8, 8, 9)",Viennese waltz,"""That's Amore"" —Dean Martin",Safe,,,,,
4,Week 9,Louisa & Vincent,"36 (9, 9, 9, 9)",Cha-cha-cha,"""Rescue Me"" —Fontella Bass",Safe,,,,,
4,Week 10: Quarterfinal,Couple,Scores,Dance,Music,Result,,,,,
4,Week 10: Quarterfinal,Mark & Karen,"36 (9, 9, 9, 9)",Waltz,"""With You I'm Born Again"" —Billy Preston",Safe,,,,,
4,Week 10: Quarterfinal,Mark & Karen,"27 (5, 7, 8, 7)",Jive,"""Blue Suede Shoes"" —Elvis Presley",Safe,,,,,
4,Week 10: Quarterfinal,Louisa & Vincent,"31 (7, 8, 8, 8)",American Smooth,"""Do Nothing till You Hear from Me"" —Robbie Williams",Eliminated,,,,,
4,Week 10: Quarterfinal,Louisa & Vincent,"28 (7, 7, 7, 7)",Rumba,"""Everything I Do (I Do It For You)"" —Bryan Adams",Eliminated,,,,,
4,Week 10: Quarterfinal,Matt & Lilia,"29 (6, 7, 8, 8)",Viennese waltz,"""Crazy"" —Aerosmith",Safe,,,,,
4,Week 10: Quarterfinal,Matt & Lilia,"32 (8, 8, 8, 8)",Samba,"""Faith"" —George Michael",Safe,,,,,
4,Week 10: Quarterfinal,Emma & Darren,"35 (9, 8, 9, 9)",Tango,"""Maneater"" —Nelly Furtado",Bottom two,,,,,
4,Week 10: Quarterfinal,Emma & Darren,"34 (8, 8, 9, 9)",Rumba,"""She's the One"" —Robbie Williams",Bottom two,,,,,
4,Week 11: Semifinal,Couple,Scores,Dance,Music,Result,,,,,
4,Week 11: Semifinal,Matt & Lilia,"35 (9, 8, 9, 9)",Foxtrot,"""Moondance"" —Van Morrison",Safe,,,,,
4,Week 11: Semifinal,Matt & Lilia,"30 (7, 7, 8, 8)",Argentine tango,"""I've Seen That Face Before (Libertango)"" —Grace Jones",Safe,,,,,
4,Week 11: Semifinal,Emma & Darren,"36 (9, 9, 9, 9)",Argentine tango,"""Santa Maria"" —Gotan Project",Eliminated,,,,,
4,Week 11: Semifinal,Emma & Darren,"33 (8, 7, 9, 9)",Salsa,"""Ain't Nobody"" —Chaka Khan",Eliminated,,,,,
4,Week 11: Semifinal,Mark & Karen,"34 (9, 9, 8, 8)",Quickstep,"""Bye Bye Love"" —The Everly Brothers",Safe,,,,,
4,Week 11: Semifinal,Mark & Karen,"39 (9, 10, 10, 10)",Argentine tango,"""GoldenEye"" —Tina Turner",Safe,,,,,
4,Week 12: Final,Couple,Scores,Dance,Music,Result,,,,,
4,Week 12: Final,Matt & Lilia,"38 (9, 9, 10, 10)",Waltz,"""What a Wonderful World"" —Louis Armstrong",Runners-up,,,,,
4,Week 12: Final,Matt & Lilia,"31 (7, 7, 9, 8)",Samba,"""Faith"" —George Michael",Runners-up,,,,,
4,Week 12: Final,Matt & Lilia,"36 (9, 9, 9, 9)",Quickstep,"""(Your Love Keeps Lifting Me) Higher and Higher"" —Jackie Wilson",Runners-up,,,,,
4,Week 12: Final,Matt & Lilia,No scores received,Showdance,"""I Say a Little Prayer"" —Aretha Franklin",Runners-up,,,,,
4,Week 12: Final,Mark & Karen,"34 (8, 8, 9, 9)",Tango,"""Eleanor Rigby"" —The Beatles",Winners,,,,,
4,Week 12: Final,Mark & Karen,"40 (10, 10, 10, 10)",Salsa,"""Hot Hot Hot"" —Arrow",Winners,,,,,
4,Week 12: Final,Mark & Karen,"36 (9, 9, 9, 9)",Samba,"""(Your Love Keeps Lifting Me) Higher and Higher"" —Jackie Wilson",Winners,,,,,
4,Week 12: Final,Mark & Karen,No scores received,Showdance,"""Shout"" —Lulu",Winners,,,,,
5,Week 1,Couple,Scores,Dance,Music,Result,,,,,
5,Week 1,Matt & Flavia,"23 (5, 6, 6, 6)",Cha-cha-cha,"""Mama Told Me Not to Come"" —Tom Jones&Stereophonics",Safe,,,,,
5,Week 1,Brian & Karen,"18 (4, 4, 5, 5)",Waltz,"""The Godfather Waltz"" —Royal Philharmonic Orchestra",Eliminated,,,,,
5,Week 1,Dominic & Lilia,"25 (6, 6, 7, 6)",Cha-cha-cha,"""The Shoop Shoop Song (It's in His Kiss)"" —Cher",Safe,,,,,
5,Week 1,Willie & Erin,"24 (5, 5, 7, 7)",Waltz,"""Run to You"" —Whitney Houston",Safe,,,,,
5,Week 1,Gethin & Camilla,"22 (4, 5, 7, 6)",Cha-cha-cha,"""Haven't Stopped Dancing Yet"" —Gonzalez",Safe,,,,,
5,Week 1,Kenny & Ola,"21 (4, 5, 6, 6)",Waltz,"""Are You Lonesome Tonight?"" —Elvis Presley",Bottom two,,,,,
5,Week 1,John & Nicole,"26 (6, 6, 7, 7)",Cha-cha-cha,"""Uptight"" —Stevie Wonder",Safe,,,,,
5,Week 2,Couple,Scores,Dance,Music,Result,,,,,
5,Week 2,Stephanie & Vincent,"24 (6, 6, 6, 6)",Quickstep,"""Suddenly I See"" —KT Tunstall",Eliminated,,,,,
5,Week 2,Letitia & Darren,"23 (4, 6, 7, 6)",Rumba,"""How Deep Is Your Love"" —Take That",Bottom two,,,,,
5,Week 2,Kate & Anton,"15 (2, 4, 5, 4)",Quickstep,"""Love Machine"" —Girls Aloud",Safe,,,,,
5,Week 2,Alesha & Matthew,"31 (8, 7, 8, 8)",Rumba,"""Hurt"" —Christina Aguilera",Safe,,,,,
5,Week 2,Penny & Ian,"33 (8, 8, 8, 9)",Quickstep,"""I'm Sitting on Top of the World"" —Aretha Franklin",Safe,,,,,
5,Week 2,Kelly & Brendan,"33 (8, 9, 8, 8)",Rumba,"""She's Like the Wind"" —Patrick Swayze",Safe,,,,,
5,Week 2,Gabby & James,"29 (8, 7, 7, 7)",Quickstep,"""Things"" —Bobby Darin",Safe,,,,,
5,Week 3,Couple,Scores,Dance,Music,Result,,,,,
5,Week 3,Gabby & James,"31 (8, 7, 8, 8)",Jive,"""Saturday Night's Alright for Fighting"" —Elton John",Safe,,,,,
5,Week 3,Gethin & Camilla,"29 (6, 7, 8, 8)",Tango,"""Gold"" —Spandau Ballet",Safe,,,,,
5,Week 3,Penny & Ian,"25 (5, 6, 7, 7)",Jive,"""Don't Stop Me Now"" —Queen",Safe,,,,,
5,Week 3,Kenny & Ola,"25 (6, 6, 7, 6)",Tango,"""Call Me"" —Blondie",Safe,,,,,
5,Week 3,Matt & Flavia,"30 (7, 7, 8, 8)",Jive,"""Shake, Rattle and Roll"" —Bill Haley & His Comets",Safe,,,,,
5,Week 3,Kate & Anton,"19 (4, 5, 5, 5)",Tango,"""They"" —Jem",Safe,,,,,
5,Week 3,Dominic & Lilia,"25 (6, 6, 7, 6)",Jive,"""Candyman"" —Christina Aguilera",Safe,,,,,
5,Week 3,Letitia & Darren,"27 (6, 7, 7, 7)",Tango,"""Material Girl"" —Madonna",Safe,,,,,
5,Week 3,John & Nicole,"27 (6, 7, 7, 7)",Jive,"""Reet Petite"" —Jackie Wilson",Bottom two,,,,,
5,Week 3,Willie & Erin,"23 (5, 6, 6, 6)",Tango,"""Obertura"" — Lisandro Adrover",Eliminated,,,,,
5,Week 3,Alesha & Matthew,"36 (9, 9, 9, 9)",Jive,"""Shake a Tail Feather"" —Ray Charles",Safe,,,,,
5,Week 3,Kelly & Brendan,"35 (9, 9, 8, 9)",Tango,"""Gimme! Gimme! Gimme! (A Man After Midnight)"" —ABBA",Safe,,,,,
5,Week 4,Couple,Scores,Dance,Music,Result,,,,,
5,Week 4,Alesha & Matthew,"33 (8, 8, 8, 9)",American Smooth,"""Top Hat, White Tie and Tails"" —Tony Bennett",Safe,,,,,
5,Week 4,Gabby & James,"30 (7, 7, 8, 8)",Samba,"""Eso Beso"" —Paul Anka",Eliminated,,,,,
5,Week 4,Dominic & Lilia,"26 (6, 6, 7, 7)",American Smooth,"""Straighten Up and Fly Right"" —Natalie Cole",Safe,,,,,
5,Week 4,Kate & Anton,"16 (3, 3, 6, 4)",Samba,"""Dancing Queen"" —ABBA",Safe,,,,,
5,Week 4,John & Nicole,"22 (4, 5, 7, 6)",American Smooth,"""Stay with Me Baby"" —Kiki Dee",Safe,,,,,
5,Week 4,Kenny & Ola,"18 (3, 4, 6, 5)",Samba,"""Mujer Latina"" —Thalia",Safe,,,,,
5,Week 4,Kelly & Brendan,"34 (8, 8, 8, 10)",American Smooth,"""(Love Is) The Tender Trap"" —Frank Sinatra",Safe,,,,,
5,Week 4,Gethin & Camilla,"26 (6, 6, 7, 7)",Samba,"""More Than a Woman"" —Bee Gees",Safe,,,,,
5,Week 4,Letitia & Darren,"31 (7, 8, 8, 8)",American Smooth,"""Makin' Whoopee"" —Ella Fitzgerald",Safe,,,,,
5,Week 4,Penny & Ian,"32 (8, 7, 9, 8)",Samba,"""These Boots Are Made for Walkin'"" —Nancy Sinatra",Bottom two,,,,,
5,Week 4,Matt & Flavia,"36 (9, 9, 9, 9)",American Smooth,"""For Once in My Life"" —Michael Bublé",Safe,,,,,
5,Week 5,Couple,Scores,Dance,Music,Result,,,,,
5,Week 5,Kelly & Brendan,"28 (7, 7, 7, 7)",Paso doble,"""You Give Love a Bad Name"" —Bon Jovi",Safe,,,,,
5,Week 5,John & Nicole,"24 (4, 6, 7, 7)",Foxtrot,"""My Guy"" —Mary Wells",Bottom two,,,,,
5,Week 5,Letitia & Darren,"31 (7, 8, 8, 8)",Paso doble,"""Live And Let Die"" —Paul McCartney",Safe,,,,,
5,Week 5,Gethin & Camilla,"31 (7, 8, 8, 8)",Foxtrot,"""Don't It Make My Brown Eyes Blue"" —Crystal Gayle",Safe,,,,,
5,Week 5,Kenny & Ola,"21 (4, 5, 6, 6)",Paso doble,"""Take Me Out"" —Franz Ferdinand",Safe,,,,,
5,Week 5,Alesha & Matthew,"36 (9, 9, 9, 9)",Foxtrot,"""Heaven"" —Bryan Adams",Safe,,,,,
5,Week 5,Dominic & Lilia,"25 (5, 7, 7, 6)",Paso doble,"""El Gato Montes"" — Carlos Begasa",Eliminated,,,,,
5,Week 5,Kate & Anton,"26 (5, 7, 7, 7)",Foxtrot,"""I Could Write a Book"" —Frank Sinatra",Safe,,,,,
5,Week 5,Matt & Flavia,"31 (7, 8, 8, 8)",Paso doble,"""Smooth Criminal"" —Michael Jackson",Safe,,,,,
5,Week 5,Penny & Ian,"35 (9, 8, 9, 9)",Foxtrot,"""This Can't Be Love"" —Nat King Cole",Safe,,,,,
5,Week 6,Couple,Scores,Dance,Music,Result,,,,,
5,Week 6,Gethin & Camilla,"36 (9, 9, 9, 9)",Viennese waltz,"""Fallin'"" —Alicia Keys",Safe,,,,,
5,Week 6,Penny & Ian,"25 (6, 6, 7, 6)",Salsa,"""Higher"" —Gloria Estefan",Eliminated,,,,,
5,Week 6,Matt & Flavia,"29 (8, 6, 7, 8)",Viennese waltz,"""When a Man Loves a Woman"" —Percy Sledge",Bottom two,,,,,
5,Week 6,Kate & Anton,"18 (3, 4, 6, 5)",Salsa,"""Peanut Vendor"" —Dean Martin",Safe,,,,,
5,Week 6,Letitia & Darren,"25 (6, 6, 7, 6)",Salsa,"""Pastime Paradise"" —Ray Barretto",Safe,,,,,
5,Week 6,Kenny & Ola,"26 (5, 7, 8, 6)",Viennese waltz,"""Flower of Scotland"" —The Corries",Safe,,,,,
5,Week 6,John & Nicole,"36 (8, 9, 10, 9)",Salsa,"""Ran Kan Kan"" —Tito Puente",Safe,,,,,
5,Week 6,Kelly & Brendan,"36 (9, 9, 9, 9)",Viennese waltz,"""Delilah"" —Tom Jones",Safe,,,,,
5,Week 6,Alesha & Matthew,"35 (9, 8, 9, 9)",Salsa,"""Wanna Be Startin' Somethin'"" —Michael Jackson",Safe,,,,,
5,Week 7,Couple,Scores,Dance,Music,Result,,,,,
5,Week 7,Kelly & Brendan,"36 (9, 9, 9, 9)",Jive,"""Johnny B. Goode"" —Chuck Berry",Safe,,,,,
5,Week 7,Letitia & Darren,"34 (8, 8, 9, 9)",Foxtrot,"""Call Me Irresponsible"" —Bobby Darin",Safe,,,,,
5,Week 7,Kenny & Ola,"22 (4, 5, 7, 6)",Cha-cha-cha,"""Billie Jean"" —Michael Jackson",Safe,,,,,
5,Week 7,Gethin & Camilla,"31 (7, 8, 8, 8)",Rumba,"""Lost"" —Michael Bublé",Safe,,,,,
5,Week 7,John & Nicole,"28 (6, 7, 8, 7)",Tango,"""Dance with Me"" —Debelah Morgan",Bottom two,,,,,
5,Week 7,Kate & Anton,"21 (4, 5, 7, 5)",Paso doble,"""Somebody Told Me"" —The Killers",Eliminated,,,,,
5,Week 7,Alesha & Matthew,"38 (9, 10, 9, 10)",Waltz,"""A Time for Us"" —Andy Williams",Safe,,,,,
5,Week 7,Matt & Flavia,"34 (8, 9, 8, 9)",Quickstep,"""Is You Is or Is You Ain't My Baby"" —Dinah Washington",Safe,,,,,
5,Week 8,Couple,Scores,Dance,Music,Result,,,,,
5,Week 8,Gethin & Camilla,"34 (8, 9, 9, 8)",Quickstep,"""You're the Top"" —Louis Armstrong",Safe,,,,,
5,Week 8,John & Nicole,"27 (7, 6, 7, 7)",Samba,"""Sir Duke"" —Stevie Wonder",Eliminated,,,,,
5,Week 8,Letitia & Darren,"32 (8, 8, 7, 9)",Viennese waltz,"""She's Always a Woman"" —Billy Joel",Safe,,,,,
5,Week 8,Kelly & Brendan,"29 (7, 7, 7, 8)",Samba,"""Stayin' Alive"" —Bee Gees",Bottom two,,,,,
5,Week 8,Kenny & Ola,"30 (6, 8, 8, 8)",American Smooth,"""How Sweet It Is (To Be Loved by You)"" —Marvin Gaye",Safe,,,,,
5,Week 8,Matt & Flavia,"38 (9, 10, 9, 10)",Salsa,"""Vehicle"" —Ides of March",Safe,,,,,
