Bike Type,Store,Order Date,Quantity,Value per Bike,Shipping Date,Model
Gravel,Birmingham,16/01/2020,4,3956,24/01/2020,03913/012ORRO
Road,Birmingham,09/09/2020,3,1535,16/09/2020,48321/001ORRO
Mountain,London,05/02/2020,4,3735,11/02/2020,84123/002ORRO
Gravel,Manchester,16/09/2020,1,2666,18/09/2020,12349/014ORRO
Gravel,Birmingham,18/12/2020,1,3396,06/01/2021,19312/032ORRO
Road,Birmingham,15/01/2020,5,1305,31/01/2020,23144/014ORRO
Road,Leeds,20/07/2020,3,3404,07/08/2020,03913/012ORRO
Gravel,York,19/01/2020,2,2286,23/01/2020,03913/012ORRO
Gravel,London,29/03/2020,1,2122,18/04/2020,48321/001ORRO
Gravel,Leeds,03/08/2020,5,2783,11/08/2020,84123/002ORRO
Road,Manchester,08/03/2020,5,2763,12/03/2020,12349/014ORRO
Gravel,Birmingham,09/09/2020,4,3912,12/09/2020,19312/032ORRO
Gravel,Birmingham,01/10/2020,3,1750,15/10/2020,23144/014ORRO
Gravel,Leeds,25/05/2020,1,1528,04/06/2020,03913/012ORRO
Gravel,York,18/03/2020,4,3984,21/03/2020,03913/012ORRO
Gravel,Manchester,06/07/2020,4,1959,23/07/2020,48321/001ORRO
Road,York,16/11/2020,1,3322,23/11/2020,84123/002ORRO
Gravel,Manchester,28/09/2020,2,3203,03/10/2020,12349/014ORRO
Gravel,Birmingham,08/10/2020,2,3752,15/10/2020,19312/032ORRO
Gravel,York,25/06/2020,3,2527,12/07/2020,23144/014ORRO
Road,London,18/03/2020,2,3046,21/03/2020,03913/012ORRO
Mountain,London,27/04/2020,2,2018,13/05/2020,03913/012ORRO
Gravel,London,11/04/2020,5,3946,28/04/2020,48321/001ORRO
Gravel,Birmingham,24/02/2020,5,2766,12/03/2020,84123/002ORRO
Gravel,Leeds,01/07/2020,5,3352,15/07/2020,12349/014ORRO
Gravel,London,21/12/2020,3,2849,27/12/2020,19312/032ORRO
Gravel,Leeds,15/05/2020,5,2927,21/05/2020,23144/014ORRO
Gravel,Manchester,06/10/2020,1,2226,10/10/2020,BROM12042/912
Mountain,Birmingham,05/04/2020,3,2400,18/04/2020,BROM93423/120
Road,York,02/07/2020,4,2364,08/07/2020,BROM12319/123
Road,Birmingham,03/09/2020,5,1649,19/09/2020,BROM12459/124
Gravel,York,26/02/2020,3,3729,15/03/2020,BROM12493/230
Mountain,Birmingham,30/09/2020,3,2783,12/10/2020,BROM24292/102
Road,London,15/05/2020,2,3894,25/05/2020,BROM31821/300
Road,York,21/01/2020,3,2815,26/01/2020,BROM34921/102
Gravel,Manchester,21/03/2020,3,1533,10/04/2020,BROM12042/913
Mountain,Manchester,20/02/2020,2,2604,24/02/2020,BROM93423/121
Mountain,York,13/01/2020,3,3549,27/01/2020,BROM12319/124
Mountain,Manchester,26/08/2020,3,3197,27/08/2020,BROM12459/125
Road,York,25/03/2020,2,3854,29/03/2020,BROM12493/231
Mountain,Leeds,13/11/2020,4,999,02/12/2020,BROM24292/103
Mountain,Manchester,07/04/2020,2,2118,25/04/2020,BROM31821/301
Gravel,Leeds,04/12/2020,1,2823,05/12/2020,BROM34921/103
Gravel,London,31/08/2020,2,3326,06/09/2020,BROM12042/914
Road,York,07/07/2020,5,2604,11/07/2020,BROM93423/122
Mountain,Leeds,13/07/2020,1,2472,23/07/2020,BROM12319/125
Road,London,07/01/2020,5,2193,26/01/2020,BROM12459/126
Road,York,23/01/2020,4,3602,27/01/2020,BROM12493/232
Mountain,Manchester,04/09/2020,1,2569,10/09/2020,BROM24292/104
Mountain,London,14/04/2020,5,3541,17/04/2020,BROM31821/302
Road,Manchester,10/02/2020,1,3241,28/02/2020,BROM34921/104
Road,York,10/11/2020,4,1707,16/11/2020,BROM12042/915
Mountain,Manchester,30/09/2020,3,2895,15/10/2020,BROM93423/123
Road,York,03/04/2020,4,2529,12/04/2020,BROM12319/126
Gravel,Leeds,04/04/2020,1,2201,07/04/2020,BROM12459/127
Mountain,Manchester,23/09/2020,5,3941,29/09/2020,BROM12493/233
Road,Birmingham,27/10/2020,5,3600,13/11/2020,BROM24292/105
Mountain,York,20/11/2020,2,1271,25/11/2020,BROM31821/303
Gravel,Manchester,06/12/2020,3,866,24/12/2020,BROM34921/105
Road,London,04/11/2020,5,2057,21/11/2020,BROM12042/916
Road,Birmingham,09/02/2020,5,2762,26/02/2020,BROM93423/124
Road,Manchester,09/11/2020,5,3374,23/11/2020,BROM12319/127
Mountain,Manchester,21/08/2020,5,873,02/09/2020,BROM12459/128
Road,Manchester,29/02/2020,5,3751,11/03/2020,BROM12493/234
Mountain,Birmingham,27/04/2020,4,3142,15/05/2020,BROM24292/106
Gravel,Birmingham,23/10/2020,3,3525,05/11/2020,BROM31821/304
Mountain,Leeds,09/09/2020,2,1254,15/09/2020,BROM34921/106
Road,London,08/10/2020,4,1893,21/10/2020,BROM12042/917
Gravel,York,06/08/2020,2,1228,12/08/2020,BROM93423/125
Mountain,Leeds,23/11/2020,4,3060,27/11/2020,BROM12319/128
Mountain,Birmingham,06/07/2020,1,1889,21/07/2020,BROM12459/129
Gravel,Birmingham,02/05/2020,1,2176,20/05/2020,BROM12493/235
Road,Leeds,01/04/2020,1,3588,05/04/2020,BROM24292/107
Gravel,Birmingham,01/05/2020,5,801,08/05/2020,BROM31821/305
Road,York,25/05/2020,3,2239,04/06/2020,BROM34921/107
Gravel,Manchester,13/11/2020,2,1889,29/11/2020,BROM12042/918
Road,York,09/06/2020,2,1128,19/06/2020,BROM93423/126
Road,Leeds,23/01/2020,5,3128,11/02/2020,BROM12319/129
Mountain,Birmingham,08/04/2020,1,1441,15/04/2020,BROM12459/130
Gravel,London,15/02/2020,3,3577,26/02/2020,BROM12493/236
Gravel,Birmingham,16/06/2020,2,3744,01/07/2020,BROM24292/108
Mountain,York,26/05/2020,3,3243,10/06/2020,BROM31821/306
Road,Birmingham,10/07/2020,5,3577,22/07/2020,BROM34921/108
Gravel,Leeds,13/03/2020,5,2867,17/03/2020,BROM12042/919
Mountain,Manchester,24/08/2020,2,985,09/09/2020,BROM93423/127
Mountain,York,07/02/2020,3,2095,21/02/2020,BROM12319/130
Road,Leeds,28/07/2020,1,2131,12/08/2020,BROM12459/131
Mountain,York,06/07/2020,2,1896,21/07/2020,BROM12493/237
Gravel,London,18/06/2020,1,987,28/06/2020,BROM24292/109
Gravel,Manchester,28/05/2020,5,1671,29/05/2020,BROM31821/307
Road,Manchester,30/01/2020,5,3823,03/02/2020,BROM34921/109
Mountain,Manchester,17/12/2020,5,3196,24/12/2020,BROM12042/920
Mountain,Leeds,14/08/2020,4,3723,30/08/2020,BROM93423/128
Road,Manchester,20/04/2020,1,946,01/05/2020,BROM12319/131
Road,Leeds,14/05/2020,1,1415,25/05/2020,BROM12459/132
Mountain,London,13/10/2020,5,1729,23/10/2020,BROM12493/238
Gravel,Leeds,24/02/2020,1,2581,07/03/2020,BROM24292/110
Road,Leeds,19/03/2020,5,990,08/04/2020,BROM31821/308
Mountain,London,29/01/2020,5,2179,13/02/2020,BROM34921/110
Road,Leeds,10/10/2020,4,2698,18/10/2020,BROM12042/921
Gravel,London,22/02/2020,3,1076,27/02/2020,BROM93423/129
Road,Birmingham,13/01/2020,2,1526,28/01/2020,BROM12319/132
Mountain,Manchester,03/07/2020,1,3445,04/07/2020,BROM12459/133
Mountain,London,21/12/2020,1,1157,05/01/2021,12123/014KONA
Road,York,24/12/2020,3,1898,02/01/2021,84123/192KONA
Mountain,London,12/10/2020,1,3624,20/10/2020,02381/123KONA
Gravel,Leeds,02/02/2020,3,1864,22/02/2020,83481/012KONA
Road,Manchester,16/09/2020,5,2410,28/09/2020,93481/014KONA
Mountain,Leeds,11/08/2020,2,1862,16/08/2020,94120/015KONA
Gravel,London,03/10/2020,1,3915,19/10/2020,92423/192KONA
Road,London,22/08/2020,4,2696,06/09/2020,83412/824KONA
Mountain,Birmingham,23/01/2020,3,1437,04/02/2020,81233/023KONA
Gravel,York,06/10/2020,2,1450,18/10/2020,12123/014KONA
Gravel,London,26/01/2020,1,1027,11/02/2020,84123/192KONA
Mountain,York,30/01/2020,1,3513,14/02/2020,02381/123KONA
Mountain,Leeds,02/01/2020,5,3349,12/01/2020,83481/012KONA
Mountain,Manchester,02/12/2020,2,1365,17/12/2020,93481/014KONA
Road,London,07/03/2020,1,3008,23/03/2020,94120/015KONA
Road,Birmingham,26/02/2020,3,3123,03/03/2020,92423/192KONA
Mountain,Birmingham,19/12/2020,2,1063,31/12/2020,83412/824KONA
Mountain,Leeds,07/05/2020,1,3837,13/05/2020,81233/023KONA
Road,Birmingham,08/08/2020,1,2872,14/08/2020,12123/014KONA
Road,Manchester,29/05/2020,5,2074,15/06/2020,84123/192KONA
Road,London,14/12/2020,5,2472,24/12/2020,02381/123KONA
Mountain,York,28/03/2020,5,1765,08/04/2020,83481/012KONA
Mountain,York,29/03/2020,4,2146,17/04/2020,93481/014KONA
Gravel,London,20/09/2020,1,3363,24/09/2020,94120/015KONA
Gravel,Leeds,21/09/2020,3,1426,23/09/2020,92423/192KONA
Mountain,Leeds,23/03/2020,2,3600,27/03/2020,83412/824KONA
Gravel,Birmingham,15/02/2020,2,2398,20/02/2020,81233/023KONA
Mountain,Birmingham,23/03/2020,1,1559,04/04/2020,12123/014KONA
Mountain,Manchester,09/08/2020,4,2717,22/08/2020,84123/192KONA
Mountain,London,27/06/2020,1,1192,09/07/2020,02381/123KONA
Gravel,London,06/04/2020,1,3704,13/04/2020,83481/012KONA
Mountain,Manchester,28/04/2020,3,2879,06/05/2020,93481/014KONA
Road,York,12/06/2020,2,1405,25/06/2020,94120/015KONA
Mountain,Leeds,17/08/2020,2,2990,24/08/2020,92423/192KONA
Road,London,06/06/2020,2,1685,18/06/2020,83412/824KONA
Gravel,York,12/02/2020,1,2843,28/02/2020,81233/023KONA
Gravel,London,19/04/2020,5,2581,23/04/2020,12123/014KONA
Gravel,Manchester,28/07/2020,4,3636,09/08/2020,84123/192KONA
Gravel,Leeds,24/09/2020,3,2712,07/10/2020,02381/123KONA
Road,Leeds,21/05/2020,5,1835,29/05/2020,83481/012KONA
Mountain,Birmingham,11/06/2020,5,3396,18/06/2020,93481/014KONA
Mountain,Manchester,19/10/2020,2,2511,20/10/2020,94120/015KONA
Gravel,Birmingham,24/04/2020,4,1030,29/04/2020,92423/192KONA
Gravel,London,12/07/2020,2,3199,21/07/2020,83412/824KONA
Gravel,Manchester,11/12/2020,1,1297,22/12/2020,81233/023KONA
Mountain,Leeds,30/12/2020,1,2312,04/01/2021,12123/014KONA
Road,York,29/06/2020,2,1919,04/07/2020,84123/192KONA
Road,Birmingham,13/06/2020,3,3963,23/06/2020,02381/123KONA
Road,York,27/09/2020,1,2855,13/10/2020,83481/012KONA
Gravel,Leeds,02/04/2020,5,1868,06/04/2020,93481/014KONA
Road,York,06/12/2020,1,2956,22/12/2020,94120/015KONA
Gravel,Birmingham,11/01/2020,3,3046,14/01/2020,92423/192KONA
Road,Birmingham,22/11/2020,1,2919,11/12/2020,83412/824KONA
Mountain,Leeds,13/05/2020,1,2965,25/05/2020,81233/023KONA
Gravel,Birmingham,23/04/2020,2,2760,03/05/2020,12123/014KONA
Gravel,Manchester,02/03/2020,2,1829,22/03/2020,84123/192KONA
Road,York,17/10/2020,3,3678,19/10/2020,02381/123KONA
Mountain,York,20/11/2020,5,3457,30/11/2020,83481/012KONA
Road,Birmingham,12/02/2020,1,2773,03/03/2020,93481/014KONA
Gravel,York,09/06/2020,5,2073,12/06/2020,94120/015KONA
Mountain,London,13/01/2020,5,2158,14/01/2020,92423/192KONA
Mountain,York,21/06/2020,1,3629,30/06/2020,83412/824KONA
Gravel,Birmingham,23/12/2020,2,3617,11/01/2021,81233/023KONA
Mountain,Manchester,13/01/2020,4,2105,28/01/2020,12123/014KONA
Road,London,16/10/2020,2,3740,31/10/2020,84123/192KONA
Mountain,Birmingham,04/10/2020,3,794,15/10/2020,02381/123KONA
Mountain,York,29/04/2020,5,1877,15/05/2020,83481/012KONA
Gravel,London,14/08/2020,2,1890,17/08/2020,93481/014KONA
Mountain,London,06/02/2020,5,2768,07/02/2020,94120/015KONA
Mountain,London,26/09/2020,2,3093,13/10/2020,92423/192KONA
Gravel,Leeds,11/10/2020,3,2182,28/10/2020,83412/824KONA
Gravel,York,25/06/2020,4,3348,04/07/2020,81233/023KONA
Mountain,Leeds,27/06/2020,1,1008,15/07/2020,12123/014KONA
Road,Manchester,12/10/2020,3,788,16/10/2020,84123/192KONA
Mountain,Leeds,18/03/2020,1,1443,02/04/2020,02381/123KONA
Gravel,Manchester,13/12/2020,2,1787,01/01/2021,83481/012KONA
Mountain,London,19/04/2020,4,2155,25/04/2020,93481/014KONA
Mountain,York,09/12/2020,5,2274,11/12/2020,94120/015KONA
Road,London,01/01/2020,3,1731,17/01/2020,92423/192KONA
Road,Birmingham,15/05/2020,2,1851,26/05/2020,83412/824KONA
Gravel,Birmingham,27/11/2020,2,3240,16/12/2020,81233/023KONA
Gravel,Leeds,13/10/2020,2,2167,21/10/2020,12123/014KONA
Road,Leeds,15/04/2020,3,2790,01/05/2020,84123/192KONA
Mountain,York,15/11/2020,5,3736,03/12/2020,02381/123KONA
Gravel,Leeds,01/03/2020,3,1277,06/03/2020,83481/012KONA
Gravel,London,17/11/2020,3,3271,02/12/2020,93481/014KONA
Mountain,London,10/01/2020,4,2129,14/01/2020,94120/015KONA
Gravel,Leeds,03/02/2020,3,3751,19/02/2020,92423/192KONA
Gravel,London,03/06/2020,1,3779,18/06/2020,83412/824KONA
Mountain,Manchester,15/02/2020,2,3912,01/03/2020,81233/023KONA
Mountain,Leeds,26/09/2020,3,895,06/10/2020,12123/014KONA
Road,Manchester,16/09/2020,3,3563,27/09/2020,84123/192KONA
Road,Manchester,28/12/2020,4,3908,14/01/2021,02381/123KONA
Road,Birmingham,02/02/2020,4,975,20/02/2020,83481/012KONA
Mountain,York,08/06/2020,5,3471,10/06/2020,93481/014KONA
Mountain,London,21/07/2020,5,3065,04/08/2020,94120/015KONA
Gravel,York,18/03/2020,1,1675,04/04/2020,92423/192KONA
Mountain,Manchester,31/05/2020,5,1975,04/06/2020,83412/824KONA
Gravel,York,24/08/2020,4,974,07/09/2020,81233/023KONA
Gravel,London,13/06/2020,5,1917,22/06/2020,12123/014KONA
Road,York,29/07/2020,5,1890,31/07/2020,84123/192KONA
Mountain,Manchester,22/09/2020,1,3677,26/09/2020,02381/123KONA
Gravel,Birmingham,23/10/2020,4,3923,29/10/2020,83481/012KONA
Mountain,Birmingham,30/10/2020,1,1374,31/10/2020,93481/014KONA
Road,York,17/05/2020,2,3468,03/06/2020,GIA31292/003
Gravel,York,09/07/2020,2,2778,16/07/2020,GIA21312/001
Gravel,Birmingham,08/11/2020,5,3160,28/11/2020,GIA94221/129
Mountain,York,22/08/2020,5,997,27/08/2020,GIA12442/120
Mountain,London,19/04/2020,3,2208,22/04/2020,GIA12492/123
Gravel,Leeds,08/10/2020,1,2996,28/10/2020,GIA14293/003
Gravel,York,20/03/2020,4,3482,08/04/2020,GIA31292/004
Gravel,Leeds,30/04/2020,5,3950,01/05/2020,GIA21312/002
Mountain,London,03/01/2020,1,963,10/01/2020,GIA94221/130
Road,Birmingham,27/07/2020,4,2820,08/08/2020,GIA12442/121
Gravel,Manchester,14/07/2020,5,1518,23/07/2020,GIA12492/124
Gravel,York,11/12/2020,3,2283,18/12/2020,GIA14293/004
Road,London,26/10/2020,3,1929,14/11/2020,GIA31292/005
Road,Leeds,08/03/2020,2,1894,23/03/2020,GIA31292/004
Road,Leeds,11/06/2020,2,1145,29/06/2020,GIA21312/002
Gravel,Leeds,15/02/2020,1,3742,04/03/2020,GIA94221/130
Gravel,Manchester,30/10/2020,1,1792,11/11/2020,GIA12442/121
Mountain,Manchester,18/10/2020,2,3897,04/11/2020,GIA12492/124
Road,York,14/05/2020,1,1331,15/05/2020,GIA14293/004
Road,Birmingham,12/09/2020,1,967,13/09/2020,GIA31292/005
Gravel,Leeds,07/05/2020,2,3148,13/05/2020,GIA21312/003
Mountain,York,02/05/2020,1,1386,18/05/2020,GIA94221/131
Gravel,London,02/02/2020,4,1395,18/02/2020,GIA12442/122
Gravel,York,19/05/2020,4,1240,03/06/2020,GIA12492/125
Mountain,Manchester,08/03/2020,5,3306,13/03/2020,GIA14293/005
Mountain,Leeds,31/05/2020,2,3284,20/06/2020,GIA31292/006
Mountain,York,17/12/2020,5,3105,25/12/2020,GIA31292/005
Gravel,Birmingham,14/01/2020,2,2046,02/02/2020,GIA21312/003
Road,Manchester,04/03/2020,5,3463,19/03/2020,GIA94221/131
Mountain,London,07/12/2020,5,1815,19/12/2020,GIA12442/122
Road,York,19/01/2020,1,840,01/02/2020,GIA12492/125
Gravel,Manchester,26/07/2020,1,3700,06/08/2020,GIA14293/005
Mountain,Leeds,02/02/2020,3,2656,18/02/2020,GIA31292/006
Road,London,14/09/2020,5,3885,20/09/2020,GIA21312/004
Mountain,Manchester,24/05/2020,1,3422,10/06/2020,GIA94221/132
Gravel,London,09/10/2020,3,3617,13/10/2020,GIA12442/123
Road,London,29/12/2020,5,1099,04/01/2021,GIA12492/126
Mountain,London,01/09/2020,3,2568,10/09/2020,GIA14293/006
Mountain,Leeds,11/04/2020,1,2149,22/04/2020,GIA31292/007
Gravel,Manchester,26/04/2020,5,2537,29/04/2020,GIA31292/006
Mountain,Leeds,24/05/2020,4,3259,29/05/2020,GIA21312/004
Mountain,Manchester,19/09/2020,1,2302,03/10/2020,GIA94221/132
Mountain,Leeds,17/03/2020,4,3392,01/04/2020,GIA12442/123
Gravel,London,03/12/2020,4,3103,10/12/2020,GIA12492/126
Gravel,Leeds,29/04/2020,4,1860,09/05/2020,GIA14293/006
Mountain,Birmingham,13/06/2020,3,2500,25/06/2020,GIA31292/007
Mountain,Birmingham,21/08/2020,5,1612,25/08/2020,GIA21312/005
Gravel,Leeds,15/01/2020,5,2055,20/01/2020,GIA94221/133
Gravel,Leeds,04/09/2020,2,2301,17/09/2020,GIA12442/124
Mountain,London,08/07/2020,1,1940,21/07/2020,GIA12492/127
Mountain,York,05/10/2020,2,3444,19/10/2020,GIA14293/007
Mountain,York,08/06/2020,2,1386,23/06/2020,GIA31292/008
Road,Birmingham,14/03/2020,2,863,30/03/2020,GIA31292/007
Road,Birmingham,02/04/2020,5,1300,18/04/2020,GIA21312/005
Mountain,York,22/08/2020,1,1243,29/08/2020,GIA94221/133
Gravel,Manchester,10/05/2020,5,1997,19/05/2020,GIA12442/124
Mountain,London,29/05/2020,2,2572,06/06/2020,GIA12492/127
Mountain,London,18/04/2020,5,2799,02/05/2020,GIA14293/007
Mountain,Manchester,27/08/2020,5,2666,11/09/2020,GIA31292/008
Mountain,Leeds,28/10/2020,5,1224,15/11/2020,GIA21312/006
Mountain,London,05/10/2020,4,3528,19/10/2020,GIA94221/134
Mountain,York,08/05/2020,3,3684,23/05/2020,GIA12442/125
Mountain,York,21/04/2020,4,1069,08/05/2020,GIA12492/128
Mountain,York,15/10/2020,3,1563,29/10/2020,GIA14293/008
Road,Leeds,09/07/2020,1,3656,14/07/2020,GIA31292/009
Gravel,York,14/10/2020,4,2780,03/11/2020,GIA31292/008
Road,Leeds,15/09/2020,3,3660,28/09/2020,GIA21312/006
Road,London,29/10/2020,1,1318,02/11/2020,GIA94221/134
Road,Leeds,01/11/2020,5,3699,17/11/2020,GIA12442/125
Road,Manchester,08/09/2020,1,1062,27/09/2020,GIA12492/128
Gravel,Leeds,23/11/2020,4,2969,11/12/2020,GIA14293/008
Mountain,York,29/07/2020,4,3445,07/08/2020,GIA31292/009
Gravel,Birmingham,07/07/2020,5,3746,19/07/2020,GIA21312/007
Mountain,Leeds,21/07/2020,2,979,01/08/2020,GIA94221/135
Mountain,Birmingham,16/11/2020,5,827,06/12/2020,GIA12442/126
Road,Birmingham,26/02/2020,4,2118,09/03/2020,GIA12492/129
Mountain,York,15/02/2020,5,3991,27/02/2020,GIA14293/009
Road,Birmingham,25/10/2020,5,1384,03/11/2020,GIA31292/010
Road,Manchester,09/08/2020,4,2835,10/08/2020,GIA31292/009
Road,Leeds,16/02/2020,4,794,18/02/2020,GIA21312/007
Mountain,Birmingham,06/08/2020,1,2576,24/08/2020,GIA94221/135
Road,Leeds,16/05/2020,5,1901,17/05/2020,GIA12442/126
Mountain,York,28/03/2020,4,2536,14/04/2020,GIA12492/129
Gravel,London,07/03/2020,1,3924,17/03/2020,GIA14293/009
Gravel,Manchester,04/12/2020,5,2176,08/12/2020,GIA31292/010
Gravel,London,24/12/2020,3,3980,07/01/2021,GIA21312/008
Road,London,04/08/2020,1,1045,15/08/2020,GIA94221/136
Mountain,Manchester,07/11/2020,5,2555,17/11/2020,GIA12442/127
Gravel,Birmingham,16/03/2020,3,1007,19/03/2020,GIA12492/130
Mountain,Birmingham,05/11/2020,2,1628,09/11/2020,GIA14293/010
Road,Birmingham,17/04/2020,5,2453,18/04/2020,GIA31292/011
Road,London,21/05/2020,5,1185,01/06/2020,GIA31292/010
Mountain,Manchester,09/04/2020,3,2402,28/04/2020,GIA21312/008
Road,Birmingham,14/03/2020,1,3099,20/03/2020,GIA94221/136
Gravel,Leeds,22/05/2020,1,3432,03/06/2020,GIA12442/127
Gravel,York,23/06/2020,1,3758,28/06/2020,GIA12492/130
Gravel,York,05/01/2020,2,3737,18/01/2020,GIA14293/010
Road,Manchester,21/01/2020,5,3945,25/01/2020,GIA31292/011
Road,Birmingham,03/06/2020,3,1753,20/06/2020,220SPEC12402
Gravel,Manchester,08/05/2020,2,1462,25/05/2020,012SPEC24021
Gravel,Leeds,08/02/2020,2,3139,16/02/2020,043SPEC12400
Gravel,London,02/08/2020,1,2455,05/08/2020,032SPEC29124
Mountain,Birmingham,05/04/2020,1,3459,20/04/2020,021SPEC01442
Mountain,Birmingham,01/09/2020,5,2022,07/09/2020,102SPEC84223
Road,Manchester,12/03/2020,3,979,27/03/2020,012SPEC93581
Mountain,London,29/10/2020,2,3461,09/11/2020,943SPEC24912
Mountain,Manchester,16/09/2020,5,1089,21/09/2020,429SPEC21312
Road,Birmingham,30/04/2020,5,2577,15/05/2020,942SPEC34342
Road,Leeds,18/02/2020,1,1035,22/02/2020,120SPEC13492
Road,Birmingham,03/04/2020,5,2729,12/04/2020,220SPEC12403
Road,Manchester,28/10/2020,3,3177,13/11/2020,012SPEC24022
Gravel,York,19/04/2020,5,1164,01/05/2020,043SPEC12401
Road,Birmingham,17/11/2020,3,3550,26/11/2020,032SPEC29125
Gravel,Birmingham,29/01/2020,3,3379,14/02/2020,021SPEC01443
Gravel,London,04/05/2020,1,3027,07/05/2020,102SPEC84224
Gravel,Birmingham,16/05/2020,1,2411,22/05/2020,012SPEC93582
Road,London,25/03/2020,2,3309,29/03/2020,943SPEC24913
Mountain,Manchester,25/06/2020,3,1509,03/07/2020,429SPEC21313
Gravel,Leeds,16/07/2020,4,3589,05/08/2020,942SPEC34343
Mountain,Manchester,07/09/2020,4,1602,27/09/2020,120SPEC13493
Mountain,Leeds,06/11/2020,3,2629,22/11/2020,220SPEC12404
Road,Manchester,28/09/2020,1,1030,17/10/2020,012SPEC24023
Road,Manchester,29/08/2020,3,3843,01/09/2020,043SPEC12402
Mountain,York,26/10/2020,1,1616,05/11/2020,032SPEC29126
Road,Birmingham,09/08/2020,2,782,26/08/2020,021SPEC01444
Road,York,20/03/2020,5,1775,28/03/2020,102SPEC84225
Mountain,London,27/08/2020,5,2191,08/09/2020,012SPEC93583
Road,Leeds,29/12/2020,4,3599,05/01/2021,943SPEC24914
Road,Birmingham,19/09/2020,3,1469,03/10/2020,429SPEC21314
Mountain,Birmingham,06/07/2020,4,1876,16/07/2020,942SPEC34344
Gravel,Manchester,18/01/2020,3,2213,25/01/2020,120SPEC13494
Mountain,London,17/08/2020,5,2697,31/08/2020,220SPEC12405
Gravel,Birmingham,01/01/2020,1,863,19/01/2020,012SPEC24024
Road,Birmingham,29/08/2020,5,834,09/09/2020,043SPEC12403
Road,Manchester,12/10/2020,3,3605,21/10/2020,032SPEC29127
Road,Birmingham,15/09/2020,4,1138,30/09/2020,021SPEC01445
Mountain,York,20/08/2020,1,2630,31/08/2020,102SPEC84226
Gravel,London,29/08/2020,5,1256,01/09/2020,012SPEC93584
Gravel,Birmingham,05/12/2020,4,1809,21/12/2020,943SPEC24915
Mountain,London,17/06/2020,4,2703,26/06/2020,429SPEC21315
Road,London,04/02/2020,3,1618,20/02/2020,942SPEC34345
Road,Leeds,01/03/2020,4,2495,16/03/2020,120SPEC13495
Gravel,London,28/08/2020,4,3546,12/09/2020,220SPEC12406
Road,Manchester,22/04/2020,3,3968,03/05/2020,012SPEC24025
Gravel,York,22/07/2020,5,2245,10/08/2020,043SPEC12404
Gravel,Leeds,11/10/2020,5,1728,12/10/2020,032SPEC29128
Mountain,Birmingham,09/12/2020,3,2029,21/12/2020,021SPEC01446
Mountain,Birmingham,01/07/2020,1,1365,05/07/2020,102SPEC84227
Road,Birmingham,16/08/2020,3,3025,03/09/2020,012SPEC93585
Mountain,London,24/04/2020,4,3928,08/05/2020,943SPEC24916
Mountain,London,03/05/2020,1,3600,05/05/2020,429SPEC21316
Gravel,London,30/08/2020,2,3016,12/09/2020,942SPEC34346
Gravel,Leeds,11/05/2020,5,2599,28/05/2020,120SPEC13496
Road,Birmingham,16/01/2020,5,3444,27/01/2020,220SPEC12407
Gravel,London,22/05/2020,3,3887,06/06/2020,012SPEC24026
Road,Manchester,24/08/2020,4,1259,06/09/2020,043SPEC12405
Gravel,Manchester,19/12/2020,1,3982,23/12/2020,032SPEC29129
Mountain,Birmingham,13/02/2020,3,3864,26/02/2020,021SPEC01447
Gravel,Manchester,24/08/2020,3,864,08/09/2020,102SPEC84228
Gravel,Birmingham,22/03/2020,4,3472,27/03/2020,012SPEC93586
Road,London,26/12/2020,2,3520,31/12/2020,943SPEC24917
Gravel,Leeds,15/03/2020,1,2429,02/04/2020,429SPEC21317
Mountain,York,02/07/2020,2,1799,07/07/2020,942SPEC34347
Road,London,19/09/2020,1,1232,07/10/2020,120SPEC13497
Gravel,London,22/09/2020,2,2359,23/09/2020,220SPEC12408
Mountain,London,07/04/2020,4,2460,25/04/2020,012SPEC24027
Road,London,07/02/2020,5,1772,27/02/2020,043SPEC12406
Road,Leeds,22/01/2020,1,1765,29/01/2020,032SPEC29130
Gravel,London,12/01/2020,3,1954,31/01/2020,021SPEC01448
Gravel,Leeds,05/11/2020,5,2095,13/11/2020,102SPEC84229
Road,York,04/05/2020,3,1676,07/05/2020,012SPEC93587
Gravel,Manchester,13/08/2020,5,945,30/08/2020,943SPEC24918
Mountain,Manchester,25/07/2020,1,2093,08/08/2020,429SPEC21318
Mountain,York,13/10/2020,4,1733,30/10/2020,942SPEC34348
Mountain,Manchester,05/07/2020,3,3924,13/07/2020,120SPEC13498
Road,York,24/03/2020,2,2281,31/03/2020,220SPEC12409
Gravel,York,05/06/2020,4,2566,15/06/2020,012SPEC24028
Mountain,Birmingham,03/07/2020,3,3216,23/07/2020,043SPEC12407
Mountain,Leeds,06/07/2020,5,2524,08/07/2020,032SPEC29131
Gravel,Manchester,30/06/2020,5,2953,11/07/2020,021SPEC01449
Mountain,Birmingham,01/05/2020,5,2149,21/05/2020,102SPEC84230
Road,York,18/10/2020,2,3705,02/11/2020,012SPEC93588
Road,Leeds,03/06/2020,1,2938,12/06/2020,943SPEC24919
Mountain,Birmingham,13/01/2020,1,1425,22/01/2020,429SPEC21319
Mountain,London,30/12/2020,5,3678,19/01/2021,942SPEC34349
Mountain,London,02/12/2020,4,929,19/12/2020,120SPEC13499
Mountain,York,01/06/2020,3,2394,11/06/2020,220SPEC12410
