Year,Pass/Fail,Categorisation,Movie,Ranking
1992,Fail,Fewer than two women in this movie,Baraka,5
1988,Fail,Fewer than two women in this movie,Igla,5
1991,Fail,Fewer than two women in this movie,Life Stinks,5
1991,Fail,Fewer than two women in this movie,Closet Land,5
1991,Fail,Fewer than two women in this movie,Delta Force 3: The Killing Game,5
1991,Fail,Fewer than two women in this movie,Dragon Ball Z: Cooler's Revenge,5
1991,Fail,Fewer than two women in this movie,Europa,5
1990,Fail,Fewer than two women in this movie,The Sheltering Sky,5
1990,Fail,Fewer than two women in this movie,The Russia House,5
1990,Fail,Fewer than two women in this movie,Rocky V,5
1991,Fail,Fewer than two women in this movie,Kickboxer 2: The Road Back,5
1990,Fail,Fewer than two women in this movie,"No Retreat, No Surrender 3: Blood Brothers",5
1992,Fail,Fewer than two women in this movie,Alien 3,5
1991,Fail,Fewer than two women in this movie,Point Break,5
1991,Fail,Fewer than two women in this movie,Riff-Raff,5
1990,Fail,Fewer than two women in this movie,Navy Seals,5
1991,Fail,Fewer than two women in this movie,Rubin and Ed,5
1990,Fail,Fewer than two women in this movie,Miller's Crossing,5
1991,Fail,Fewer than two women in this movie,Toy Soldiers,5
1990,Fail,Fewer than two women in this movie,Lord of the Flies,5
1992,Fail,Fewer than two women in this movie,Aladdin,5
1993,Fail,Fewer than two women in this movie,Gettysburg,5
1993,Fail,Fewer than two women in this movie,Indecent Proposal,5
1993,Fail,Fewer than two women in this movie,Indien,5
1995,Fail,Fewer than two women in this movie,Before Sunrise,5
1994,Fail,Fewer than two women in this movie,Pentathlon,5
1994,Fail,Fewer than two women in this movie,The Return of Jafar,5
1994,Fail,Fewer than two women in this movie,The Shadow,5
1988,Fail,Fewer than two women in this movie,Wong gok ka moon,5
1994,Fail,Fewer than two women in this movie,The Shawshank Redemption,5
1994,Fail,Fewer than two women in this movie,Vive L'Amour,5
1988,Fail,Fewer than two women in this movie,They Live,5
1995,Fail,Fewer than two women in this movie,Ace Ventura: When Nature Calls,5
1988,Fail,Fewer than two women in this movie,Red Scorpion,5
1993,Fail,Fewer than two women in this movie,The Princess and the Cobbler,5
1988,Fail,Fewer than two women in this movie,Rambo III,5
1995,Fail,Fewer than two women in this movie,Congo,5
1995,Fail,Fewer than two women in this movie,The Englishman Who Went Up a Hill But Came Down a Mountain,5
1995,Fail,Fewer than two women in this movie,Heavyweights,5
1995,Fail,Fewer than two women in this movie,Kôkaku kidôtai (Ghost in the Shell),5
1995,Fail,Fewer than two women in this movie,La Haine,5
1995,Fail,Fewer than two women in this movie,Major Payne,5
1988,Fail,Fewer than two women in this movie,Killer Klowns from Outer Space,5
1994,Fail,Fewer than two women in this movie,Oleanna,5
1994,Fail,Fewer than two women in this movie,No Escape,5
1994,Fail,Fewer than two women in this movie,Kan du vissla Johanna?,5
1989,Fail,Fewer than two women in this movie,Dead Calm,5
1993,Fail,Fewer than two women in this movie,The Sandlot,5
1993,Fail,Fewer than two women in this movie,Searching for Bobby Fischer,5
1993,Fail,Fewer than two women in this movie,Sonatine,5
1993,Fail,Fewer than two women in this movie,Space Zombie Bingo!!!,5
1994,Fail,Fewer than two women in this movie,Beverly Hills Cop III,5
1989,Fail,Fewer than two women in this movie,Leningrad Cowboys Go America,5
1989,Fail,Fewer than two women in this movie,The Killer,5
1989,Fail,Fewer than two women in this movie,Kickboxer,5
1989,Fail,Fewer than two women in this movie,The Karate Kid Part III,5
1989,Fail,Fewer than two women in this movie,Indiana Jones and the Last Crusade,5
1994,Fail,Fewer than two women in this movie,Clear and Present Danger,5
1989,Fail,Fewer than two women in this movie,Glory,5
1994,Fail,Fewer than two women in this movie,Death and the Maiden,5
1989,Fail,Fewer than two women in this movie,Farewell to the King,5
1994,Fail,Fewer than two women in this movie,Getting Any?,5
1989,Fail,Fewer than two women in this movie,The Dream Team,5
1994,Fail,Fewer than two women in this movie,I.Q.,5
2001,Fail,Fewer than two women in this movie,Der Schuh des Manitu,5
1985,Fail,Fewer than two women in this movie,Angel's Egg,5
2007,Fail,Fewer than two women in this movie,In the Arms of My Enemy,5
2006,Fail,Fewer than two women in this movie,"""Masters of Horror"" The V Word",5
1979,Fail,Fewer than two women in this movie,Nosferatu the Vampyre,5
2005,Fail,Fewer than two women in this movie,The Sun,5
2005,Fail,Fewer than two women in this movie,Tickets,5
2005,Fail,Fewer than two women in this movie,Zathura: A Space Adventure,5
1979,Fail,Fewer than two women in this movie,L'hypothese du tableau vole,5
2006,Fail,Fewer than two women in this movie,"""Masters of Horror"" Haeckel's Tale",5
2006,Fail,Fewer than two women in this movie,"""Masters of Horror"" Imprint",5
2006,Fail,Fewer than two women in this movie,"""Masters of Horror"" Sounds Like",5
1979,Fail,Fewer than two women in this movie,Escape from Alcatraz,5
2005,Fail,Fewer than two women in this movie,The Producers,5
2006,Fail,Fewer than two women in this movie,300,5
1979,Fail,Fewer than two women in this movie,Buffet froid,5
1979,Fail,Fewer than two women in this movie,The Black Hole,5
1979,Fail,Fewer than two women in this movie,Apocalypse Now,5
1877,Fail,Fewer than two women in this movie,La Rosace Magique,5
2006,Fail,Fewer than two women in this movie,Altered,5
2006,Fail,Fewer than two women in this movie,Arthur and the Invisibles,5
1978,Fail,Fewer than two women in this movie,The Shout,5
1979,Fail,Fewer than two women in this movie,Scum,5
2005,Fail,Fewer than two women in this movie,Monster-in-Law,5
2004,Fail,Fewer than two women in this movie,Yu-Gi-Oh!: The Movie,5
1980,Fail,Fewer than two women in this movie,Heaven's Gate,5
2005,Fail,Fewer than two women in this movie,Angel-A,5
1980,Fail,Fewer than two women in this movie,Star Wars: Episode V - The Empire Strikes Back,5
2005,Fail,Fewer than two women in this movie,The Call of Cthulhu,5
2005,Fail,Fewer than two women in this movie,Conversations with Other Women,5
1980,Fail,Fewer than two women in this movie,The Ninth Configuration,5
2005,Fail,Fewer than two women in this movie,Grey's Anatomy,5
1980,Fail,Fewer than two women in this movie,The King and the Mockingbird,5
1980,Fail,Fewer than two women in this movie,Kagemusha,5
2005,Fail,Fewer than two women in this movie,Into Great Silence,5
2005,Fail,Fewer than two women in this movie,Madagascar,5
1980,Fail,Fewer than two women in this movie,The Final Countdown,5
2005,Fail,Fewer than two women in this movie,Jarhead,5
2005,Fail,Fewer than two women in this movie,Joyeux Noël,5
1980,Fail,Fewer than two women in this movie,Cruising,5
2005,Fail,Fewer than two women in this movie,King Kong,5
2005,Fail,Fewer than two women in this movie,Kingdom of Heaven,5
2005,Fail,Fewer than two women in this movie,Last Order: Final Fantasy VII,5
1980,Fail,Fewer than two women in this movie,The Blue Lagoon,5
1978,Fail,Fewer than two women in this movie,Ringing Bell (Chirin no Suzu),5
1978,Fail,Fewer than two women in this movie,Quel maledetto treno blindato,5
1978,Fail,Fewer than two women in this movie,Midnight Express,5
2007,Fail,Fewer than two women in this movie,Cafe com Leite,5
2006,Fail,Fewer than two women in this movie,Second in Command,5
1977,Fail,Fewer than two women in this movie,Damnation Alley,5
2006,Fail,Fewer than two women in this movie,Tekkon kinkurito,5
2006,Fail,Fewer than two women in this movie,Tenacious D in the Pick of Destiny,5
1977,Fail,Fewer than two women in this movie,The 36 Crazy Fists,5
2007,Fail,Fewer than two women in this movie,"""Masters of Horror"" The Black Cat",5
2007,Fail,Fewer than two women in this movie,3:10 to Yuma,5
2007,Fail,Fewer than two women in this movie,Beaufort,5
2007,Fail,Fewer than two women in this movie,David Lynch Cooks Quinoa,5
1978,Fail,Fewer than two women in this movie,Lo chiamavano Bulldozer,5
2007,Fail,Fewer than two women in this movie,Estômago,5
2007,Fail,Fewer than two women in this movie,Fermat's Room,5
1976,Fail,Fewer than two women in this movie,The Desert of the Tartars,5
2007,Fail,Fewer than two women in this movie,Ghost Rider,5
1976,Fail,Fewer than two women in this movie,Canoa: A Shameful Memory,5
2007,Fail,Fewer than two women in this movie,Hitman,5
1976,Fail,Fewer than two women in this movie,Allegro non troppo,5
1976,Fail,Fewer than two women in this movie,A Star Is Born,5
2006,Fail,Fewer than two women in this movie,The Pursuit of Happyness,5
1977,Fail,Fewer than two women in this movie,Eraserhead,5
2006,Fail,Fewer than two women in this movie,On the Trail of Igor Rizzi,5
2006,Fail,Fewer than two women in this movie,Nacho Libre,5
1978,Fail,Fewer than two women in this movie,I Spit on Your Grave,5
2006,Fail,Fewer than two women in this movie,Crank,5
2006,Fail,Fewer than two women in this movie,Das Leben Der Anderen,5
1978,Fail,Fewer than two women in this movie,The Driver,5
2006,Fail,Fewer than two women in this movie,Elephants Dream,5
1978,Fail,Fewer than two women in this movie,Dawn of the Dead,5
2006,Fail,Fewer than two women in this movie,Farval Falkenberg,5
1978,Fail,Fewer than two women in this movie,Convoy,5
2006,Fail,Fewer than two women in this movie,Flushed Away,5
2006,Fail,Fewer than two women in this movie,The Good Shepherd,5
1977,Fail,Fewer than two women in this movie,Stroszek,5
2006,Fail,Fewer than two women in this movie,The Illusionist,5
1977,Fail,Fewer than two women in this movie,Pumping Iron,5
2006,Fail,Fewer than two women in this movie,Madea's Family Reunion,5
1977,Fail,Fewer than two women in this movie,March or Die,5
1977,Fail,Fewer than two women in this movie,The Many Adventures of Winnie the Pooh,5
2006,Fail,Fewer than two women in this movie,Monmon the Water Spider,5
2005,Fail,Fewer than two women in this movie,Adam's Apples,5
2004,Fail,Fewer than two women in this movie,Tropical Malady,5
2001,Fail,Fewer than two women in this movie,Escanaba in da Moonlight,5
1983,Fail,Fewer than two women in this movie,Merry Christmas Mr Lawrence,5
1984,Fail,Fewer than two women in this movie,A Soldier's Story,5
2002,Fail,Fewer than two women in this movie,Gerry,5
2002,Fail,Fewer than two women in this movie,I'm with Lucy,5
2002,Fail,Fewer than two women in this movie,Ice Age,5
2002,Fail,Fewer than two women in this movie,K-19: The Widowmaker,5
2002,Fail,Fewer than two women in this movie,Naqoyqatsi,5
2002,Fail,Fewer than two women in this movie,Road to Perdition,5
2002,Fail,Fewer than two women in this movie,The Scorpion King,5
2002,Fail,Fewer than two women in this movie,Sweet Sixteen,5
2002,Fail,Fewer than two women in this movie,Dog Soldiers,5
2002,Fail,Fewer than two women in this movie,Time Changer,5
1983,Fail,Fewer than two women in this movie,Go for It,5
2002,Fail,Fewer than two women in this movie,The Transporter,5
2002,Fail,Fewer than two women in this movie,The Tuxedo,5
2002,Fail,Fewer than two women in this movie,The Vagina Monologues,5
2002,Fail,Fewer than two women in this movie,Windtalkers,5
2003,Fail,Fewer than two women in this movie,Azumi,5
1983,Fail,Fewer than two women in this movie,Breathless,5
1984,Fail,Fewer than two women in this movie,Another Country,5
1984,Fail,Fewer than two women in this movie,Beverly Hills Cop,5
1981,Fail,Fewer than two women in this movie,Das Boot,5
2001,Fail,Fewer than two women in this movie,The Order,5
2001,Fail,Fewer than two women in this movie,Frailty,5
2001,Fail,Fewer than two women in this movie,Freddy Got Fingered,5
1984,Fail,Fewer than two women in this movie,The Warrior and the Sorceress,5
1984,Fail,Fewer than two women in this movie,Top Secret!,5
2001,Fail,Fewer than two women in this movie,Impostor,5
1984,Fail,Fewer than two women in this movie,Starman,5
2001,Fail,Fewer than two women in this movie,Lara Croft: Tomb Raider,5
2001,Fail,Fewer than two women in this movie,The One,5
2001,Fail,Fewer than two women in this movie,Samsara,5
1984,Fail,Fewer than two women in this movie,Double Trouble,5
2001,Fail,Fewer than two women in this movie,The Score,5
2001,Fail,Fewer than two women in this movie,Shaolin Soccer,5
2001,Fail,Fewer than two women in this movie,Waiting For Godot,5
2001,Fail,Fewer than two women in this movie,Y tu mama tambien,5
1984,Fail,Fewer than two women in this movie,Indiana Jones and the Temple of Doom,5
1984,Fail,Fewer than two women in this movie,Godzilla 1985,5
2002,Fail,Fewer than two women in this movie,Barbie as Rapunzel,5
2002,Fail,Fewer than two women in this movie,Below,5
2003,Fail,Fewer than two women in this movie,Bad Santa,5
2003,Fail,Fewer than two women in this movie,Brother Bear,5
2003,Fail,Fewer than two women in this movie,Bu san,5
1981,Fail,Fewer than two women in this movie,Thief,5
1982,Fail,Fewer than two women in this movie,Countryman,5
2004,Fail,Fewer than two women in this movie,9 Songs,5
2004,Fail,Fewer than two women in this movie,A Separate Peace,5
1982,Fail,Fewer than two women in this movie,Banana Joe,5
2004,Fail,Fewer than two women in this movie,Banlieue 13,5
2004,Fail,Fewer than two women in this movie,Before Sunset,5
1981,Fail,Fewer than two women in this movie,Victory,5
2004,Fail,Fewer than two women in this movie,Bionicle 2: Legends of Metru Nui,5
1981,Fail,Fewer than two women in this movie,Southern Comfort,5
2003,Fail,Fewer than two women in this movie,Daredevil,5
2004,Fail,Fewer than two women in this movie,Flight of the Phoenix,5
2004,Fail,Fewer than two women in this movie,Kung Fu Hustle,5
1981,Fail,Fewer than two women in this movie,Nighthawks,5
1981,Fail,Fewer than two women in this movie,My Dinner With Andre,5
2004,Fail,Fewer than two women in this movie,Magyar vandor,5
1981,Fail,Fewer than two women in this movie,The Masked Avengers,5
1981,Fail,Fewer than two women in this movie,La fuga de Segovia,5
1981,Fail,Fewer than two women in this movie,Escape from New York,5
2003,Fail,Fewer than two women in this movie,Voices of a Distant Star,5
2003,Fail,Fewer than two women in this movie,Tough Luck,5
1982,Fail,Fewer than two women in this movie,First Blood,5
2003,Fail,Fewer than two women in this movie,Ong-bak,5
1982,Fail,Fewer than two women in this movie,TRON,5
1982,Fail,Fewer than two women in this movie,The Thing,5
2003,Fail,Fewer than two women in this movie,Dies irae,5
2003,Fail,Fewer than two women in this movie,Dreamcatcher,5
2003,Fail,Fewer than two women in this movie,The Five Obstructions,5
2003,Fail,Fewer than two women in this movie,Gigli,5
1982,Fail,Fewer than two women in this movie,Rocky III,5
2003,Fail,Fewer than two women in this movie,In Hell,5
2003,Fail,Fewer than two women in this movie,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,5
