Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
26/03/2024,PA002,New York,London,Business Class,505.2,No,1,Egg Free
02/07/2024,PA011,Perth,Tokyo,First Class,507,No,1,Vegan
22/06/2024,PA007,New York,Perth,Business Class,446.4,No,2,None
20/06/2024,PA008,Perth,New York,Business Class,818.4,No,3,Vegan
18/06/2024,PA010,Tokyo,New York,Premium Economy,1630,No,0,Nut Free
23/09/2024,PA006,Tokyo,London,Business Class,451.2,No,3,Vegan
18/11/2024,PA003,London,Perth,First Class,244,No,1,Nut Free
26/01/2024,PA010,Tokyo,New York,First Class,261,No,1,None
24/06/2024,PA004,Perth,London,Economy,2305,No,3,None
26/10/2024,PA004,Perth,London,First Class,352,No,1,Vegan
26/11/2024,PA006,Tokyo,London,Economy,3340,No,3,Vegan
06/09/2024,PA008,Perth,New York,Economy,2345,No,2,Egg Free
24/03/2024,PA006,Tokyo,London,Premium Economy,605,No,2,Nut Free
02/05/2024,PA008,Perth,New York,Premium Economy,1210,No,3,Vegetarian
14/09/2024,PA008,Perth,New York,Premium Economy,1605,No,2,Egg Free
14/09/2024,PA009,New York,Tokyo,Premium Economy,1055,No,2,Nut Free
03/12/2024,PA010,Tokyo,New York,First Class,428,No,2,Vegan
04/07/2024,PA001,London,New York,Economy,2700,No,3,Nut Free
31/05/2024,PA002,New York,London,Economy,2745,No,0,Nut Free
15/12/2024,PA011,Perth,Tokyo,Premium Economy,1600,No,0,Nut Free
10/01/2024,PA001,London,New York,Premium Economy,1017.5,No,1,None
02/02/2024,PA006,Tokyo,London,Premium Economy,740,No,1,Vegan
21/09/2024,PA011,Perth,Tokyo,Economy,3285,No,2,Nut Free
21/06/2024,PA007,New York,Perth,Economy,3075,No,1,Nut Free
19/04/2024,PA004,Perth,London,Economy,1795,No,2,Vegetarian
08/03/2024,PA003,London,Perth,Business Class,753.6,No,3,Vegetarian
24/03/2024,PA007,New York,Perth,Business Class,328.8,No,1,None
30/06/2024,PA003,London,Perth,Business Class,763.2,No,3,Dairy Free
09/01/2024,PA001,London,New York,Economy,2680,No,0,Dairy Free
16/07/2024,PA002,New York,London,First Class,679,No,3,Dairy Free
22/02/2024,PA005,London,Tokyo,Business Class,633.6,No,3,None
02/12/2024,PA007,New York,Perth,Business Class,603.6,No,0,Egg Free
22/12/2024,PA006,Tokyo,London,Business Class,536.4,No,0,None
07/11/2024,PA004,Perth,London,First Class,585,No,0,Vegan
24/12/2024,PA007,New York,Perth,Business Class,495.6,No,2,Dairy Free
23/12/2024,PA008,Perth,New York,Economy,2105,No,2,Vegetarian
30/07/2024,PA010,Tokyo,New York,Economy,1095,No,0,Vegetarian
22/04/2024,PA008,Perth,New York,Economy,3185,No,0,Egg Free
15/07/2024,PA009,New York,Tokyo,Premium Economy,1075,No,2,Egg Free
25/12/2024,PA011,Perth,Tokyo,Premium Economy,1002.5,No,0,None
17/03/2024,PA010,Tokyo,New York,Business Class,783.6,No,3,Vegan
12/04/2024,PA001,London,New York,Economy,1930,No,2,None
13/04/2024,PA002,New York,London,Business Class,286.8,No,3,Nut Free
30/07/2024,PA004,Perth,London,Premium Economy,1605,No,1,Nut Free
24/12/2024,PA012,Tokyo,Perth,Business Class,364.8,No,2,Dairy Free
15/04/2024,PA008,Perth,New York,Business Class,538.8,No,2,Vegetarian
20/10/2024,PA011,Perth,Tokyo,Premium Economy,725,No,1,Dairy Free
29/08/2024,PA001,London,New York,First Class,556,No,1,Egg Free
22/03/2024,PA008,Perth,New York,Business Class,348,No,2,Vegetarian
21/01/2024,PA011,Perth,Tokyo,First Class,204,No,0,Egg Free
14/06/2024,PA006,Tokyo,London,First Class,471,No,2,Vegetarian
02/04/2024,PA009,New York,Tokyo,Economy,2430,No,3,Vegan
04/02/2024,PA003,London,Perth,First Class,355,No,1,Egg Free
25/10/2024,PA011,Perth,Tokyo,Premium Economy,1365,No,1,Nut Free
25/12/2024,PA005,London,Tokyo,Business Class,654,No,2,Vegan
28/06/2024,PA010,Tokyo,New York,First Class,590,No,1,Vegetarian
15/04/2024,PA007,New York,Perth,Premium Economy,790,No,2,None
07/04/2024,PA008,Perth,New York,Economy,3270,No,3,Vegan
01/08/2024,PA012,Tokyo,Perth,First Class,361,No,2,Vegan
22/03/2024,PA003,London,Perth,First Class,432,No,2,Nut Free
17/12/2024,PA002,New York,London,Economy,1180,No,1,Egg Free
13/02/2024,PA001,London,New York,Premium Economy,792.5,No,0,Dairy Free
08/12/2024,PA001,London,New York,First Class,236,No,0,Egg Free
17/06/2024,PA006,Tokyo,London,Business Class,625.2,No,1,Vegetarian
21/08/2024,PA004,Perth,London,Premium Economy,727.5,No,0,Vegetarian
30/09/2024,PA006,Tokyo,London,First Class,519,No,1,Vegetarian
14/06/2024,PA010,Tokyo,New York,First Class,379,No,1,Vegetarian
09/08/2024,PA001,London,New York,Premium Economy,1707.5,No,0,Vegetarian
02/09/2024,PA005,London,Tokyo,Business Class,294,No,3,None
19/11/2024,PA003,London,Perth,Business Class,520.8,No,1,Egg Free
24/11/2024,PA009,New York,Tokyo,Business Class,549.6,No,0,Vegetarian
25/09/2024,PA007,New York,Perth,Premium Economy,1330,No,0,None
26/09/2024,PA011,Perth,Tokyo,Business Class,490.8,No,1,Egg Free
07/09/2024,PA006,Tokyo,London,Economy,1280,No,1,None
05/06/2024,PA002,New York,London,Business Class,552,No,3,Vegan
16/09/2024,PA010,Tokyo,New York,Premium Economy,1480,No,0,Dairy Free
06/09/2024,PA005,London,Tokyo,Premium Economy,782.5,No,2,Vegetarian
07/04/2024,PA010,Tokyo,New York,Premium Economy,795,No,0,Vegetarian
29/04/2024,PA007,New York,Perth,Business Class,298.8,No,3,Egg Free
24/04/2024,PA005,London,Tokyo,First Class,639,No,2,Egg Free
18/01/2024,PA007,New York,Perth,First Class,575,No,1,Nut Free
30/05/2024,PA008,Perth,New York,First Class,296,No,0,Vegetarian
16/10/2024,PA008,Perth,New York,Economy,1270,No,1,Vegan
22/04/2024,PA007,New York,Perth,Premium Economy,1337.5,No,3,Vegan
20/05/2024,PA012,Tokyo,Perth,First Class,528,No,0,Nut Free
08/11/2024,PA003,London,Perth,First Class,560,No,0,Vegan
29/09/2024,PA006,Tokyo,London,First Class,561,No,2,Egg Free
19/05/2024,PA010,Tokyo,New York,Premium Economy,1052.5,No,0,Vegan
20/11/2024,PA010,Tokyo,New York,First Class,529,No,2,Egg Free
12/02/2024,PA001,London,New York,Business Class,258,No,2,Vegan
25/02/2024,PA003,London,Perth,Business Class,834,No,3,Vegetarian
15/08/2024,PA002,New York,London,Premium Economy,1382.5,No,1,Nut Free
31/01/2024,PA001,London,New York,Economy,2985,No,1,None
28/05/2024,PA005,London,Tokyo,Business Class,801.6,No,1,Nut Free
12/03/2024,PA007,New York,Perth,Economy,2865,No,3,Vegetarian
10/05/2024,PA009,New York,Tokyo,Premium Economy,682.5,No,1,None
26/08/2024,PA010,Tokyo,New York,Premium Economy,617.5,No,0,Nut Free
05/08/2024,PA003,London,Perth,Premium Economy,995,No,1,Vegan
26/11/2024,PA011,Perth,Tokyo,Premium Economy,787.5,No,2,Nut Free
25/02/2024,PA005,London,Tokyo,Economy,1765,No,3,None
24/09/2024,PA008,Perth,New York,Economy,2420,No,3,Nut Free
18/08/2024,PA008,Perth,New York,Business Class,670.8,No,2,None
20/02/2024,PA004,Perth,London,First Class,219,No,0,Nut Free
26/10/2024,PA008,Perth,New York,Economy,1540,No,1,None
11/07/2024,PA004,Perth,London,Premium Economy,1120,No,3,Dairy Free
16/04/2024,PA006,Tokyo,London,Premium Economy,1657.5,No,0,Dairy Free
06/08/2024,PA012,Tokyo,Perth,Premium Economy,922.5,No,2,Dairy Free
07/06/2024,PA005,London,Tokyo,Business Class,733.2,No,3,Vegetarian
05/02/2024,PA012,Tokyo,Perth,First Class,540,No,1,Vegan
12/09/2024,PA011,Perth,Tokyo,Business Class,310.8,No,2,Vegetarian
27/12/2024,PA009,New York,Tokyo,First Class,457,No,3,Nut Free
03/10/2024,PA006,Tokyo,London,Premium Economy,787.5,No,3,Dairy Free
20/01/2024,PA012,Tokyo,Perth,Premium Economy,640,No,1,Vegetarian
28/02/2024,PA005,London,Tokyo,First Class,638,No,0,Egg Free
29/09/2024,PA012,Tokyo,Perth,Business Class,349.2,No,2,Vegan
05/12/2024,PA006,Tokyo,London,Business Class,312,No,0,Dairy Free
24/10/2024,PA003,London,Perth,Premium Economy,912.5,No,3,Egg Free
02/12/2024,PA004,Perth,London,Premium Economy,1227.5,No,3,Nut Free
01/05/2024,PA012,Tokyo,Perth,Premium Economy,1275,No,1,Dairy Free
09/08/2024,PA009,New York,Tokyo,Premium Economy,1137.5,No,0,None
02/11/2024,PA008,Perth,New York,Premium Economy,805,No,0,Egg Free
12/10/2024,PA008,Perth,New York,Economy,2195,No,3,Vegetarian
16/02/2024,PA006,Tokyo,London,Economy,2350,No,2,Egg Free
20/10/2024,PA002,New York,London,Premium Economy,970,No,1,Dairy Free
19/01/2024,PA009,New York,Tokyo,Business Class,682.8,No,2,Nut Free
10/09/2024,PA001,London,New York,Business Class,716.4,No,1,Vegetarian
14/06/2024,PA003,London,Perth,First Class,693,No,3,Vegetarian
26/12/2024,PA008,Perth,New York,Economy,1965,No,3,Egg Free
22/09/2024,PA007,New York,Perth,Economy,2535,No,1,Egg Free
18/02/2024,PA006,Tokyo,London,Economy,2420,No,0,None
02/02/2024,PA012,Tokyo,Perth,Business Class,793.2,No,2,Egg Free
05/04/2024,PA011,Perth,Tokyo,Economy,2600,No,0,Vegan
11/09/2024,PA001,London,New York,Economy,2145,No,2,Vegan
05/11/2024,PA001,London,New York,Business Class,354,No,0,Vegetarian
02/12/2024,PA001,London,New York,First Class,524,No,3,None
19/10/2024,PA001,London,New York,Premium Economy,1492.5,No,0,Vegan
14/07/2024,PA009,New York,Tokyo,Business Class,382.8,No,1,Vegan
21/02/2024,PA003,London,Perth,First Class,357,No,0,Egg Free
09/01/2024,PA002,New York,London,Business Class,718.8,No,3,Nut Free
13/01/2024,PA001,London,New York,Premium Economy,1352.5,No,1,Dairy Free
06/05/2024,PA011,Perth,Tokyo,Business Class,681.6,No,2,Dairy Free
08/12/2024,PA002,New York,London,First Class,694,No,2,Vegetarian
15/01/2024,PA006,Tokyo,London,Premium Economy,627.5,No,3,Vegan
24/03/2024,PA007,New York,Perth,Premium Economy,1040,No,2,Dairy Free
31/10/2024,PA005,London,Tokyo,Premium Economy,1610,No,0,None
06/04/2024,PA004,Perth,London,Economy,3480,No,0,Dairy Free
22/02/2024,PA005,London,Tokyo,Premium Economy,1452.5,No,3,None
15/05/2024,PA001,London,New York,Business Class,289.2,No,0,Vegan
02/07/2024,PA003,London,Perth,First Class,398,No,0,Nut Free
04/09/2024,PA012,Tokyo,Perth,Economy,1940,No,3,Dairy Free
06/12/2024,PA005,London,Tokyo,Business Class,462,No,1,Vegan
07/06/2024,PA012,Tokyo,Perth,Premium Economy,1472.5,No,1,Egg Free
21/04/2024,PA009,New York,Tokyo,Economy,1170,No,1,Nut Free
02/04/2024,PA012,Tokyo,Perth,Economy,2880,No,2,Egg Free
01/08/2024,PA002,New York,London,Business Class,744,No,1,Dairy Free
18/07/2024,PA010,Tokyo,New York,Premium Economy,1122.5,No,1,Egg Free
18/12/2024,PA009,New York,Tokyo,Economy,3465,No,0,Egg Free
04/11/2024,PA002,New York,London,First Class,513,No,2,Dairy Free
07/02/2024,PA006,Tokyo,London,Business Class,468,No,0,Egg Free
04/09/2024,PA005,London,Tokyo,Economy,2530,No,2,Vegetarian
25/05/2024,PA007,New York,Perth,First Class,311,No,3,Vegan
19/10/2024,PA009,New York,Tokyo,Business Class,265.2,No,2,Nut Free
29/08/2024,PA001,London,New York,Economy,3395,No,2,Vegan
07/08/2024,PA003,London,Perth,First Class,665,No,0,Egg Free
25/03/2024,PA001,London,New York,First Class,279,No,1,Egg Free
13/01/2024,PA002,New York,London,Economy,3040,No,0,None
02/04/2024,PA009,New York,Tokyo,Economy,2830,No,2,Egg Free
28/12/2024,PA010,Tokyo,New York,Business Class,703.2,No,3,Egg Free
26/06/2024,PA008,Perth,New York,Business Class,439.2,No,1,Nut Free
24/11/2024,PA001,London,New York,Premium Economy,567.5,No,1,Egg Free
20/07/2024,PA012,Tokyo,Perth,First Class,677,No,0,None
22/12/2024,PA001,London,New York,Premium Economy,1475,No,1,Nut Free
14/12/2024,PA001,London,New York,First Class,348,No,1,Egg Free
25/09/2024,PA004,Perth,London,First Class,683,No,1,Vegetarian
24/09/2024,PA012,Tokyo,Perth,Premium Economy,610,No,1,Nut Free
21/02/2024,PA002,New York,London,Business Class,273.6,No,3,Nut Free
29/04/2024,PA012,Tokyo,Perth,First Class,691,No,3,None
08/01/2024,PA010,Tokyo,New York,Business Class,438,No,1,Egg Free
29/01/2024,PA002,New York,London,Business Class,624,No,2,Vegan
09/09/2024,PA003,London,Perth,First Class,259,No,3,Vegetarian
29/08/2024,PA010,Tokyo,New York,Premium Economy,1075,No,2,Nut Free
27/08/2024,PA001,London,New York,Economy,2700,No,1,Nut Free
02/03/2024,PA012,Tokyo,Perth,Business Class,368.4,No,3,Egg Free
19/01/2024,PA011,Perth,Tokyo,Economy,2055,No,3,Egg Free
06/11/2024,PA009,New York,Tokyo,Premium Economy,520,No,0,Dairy Free
22/03/2024,PA006,Tokyo,London,Premium Economy,735,No,3,Nut Free
30/10/2024,PA008,Perth,New York,First Class,218,No,0,Vegetarian
23/05/2024,PA003,London,Perth,Premium Economy,675,No,3,Dairy Free
25/03/2024,PA010,Tokyo,New York,Premium Economy,1275,No,3,Vegetarian
02/09/2024,PA003,London,Perth,First Class,346,No,0,Vegetarian
28/07/2024,PA002,New York,London,Business Class,738,No,3,Dairy Free
14/05/2024,PA009,New York,Tokyo,First Class,352,No,2,None
14/09/2024,PA010,Tokyo,New York,Business Class,444,No,3,Vegetarian
29/12/2024,PA006,Tokyo,London,Premium Economy,1397.5,No,1,Nut Free
26/11/2024,PA006,Tokyo,London,Economy,1395,No,0,Egg Free
12/02/2024,PA008,Perth,New York,Business Class,636,No,1,Egg Free
08/06/2024,PA007,New York,Perth,Economy,2725,No,3,Vegan
06/10/2024,PA008,Perth,New York,Premium Economy,1140,No,0,Egg Free
30/07/2024,PA004,Perth,London,Economy,2250,No,1,Vegan
08/12/2024,PA005,London,Tokyo,Economy,2105,No,0,Vegetarian
26/12/2024,PA011,Perth,Tokyo,First Class,400,No,1,Vegetarian
11/07/2024,PA001,London,New York,First Class,514,No,3,Vegan
12/05/2024,PA004,Perth,London,Premium Economy,590,No,1,Vegan
05/10/2024,PA009,New York,Tokyo,Business Class,642,No,2,Egg Free
08/06/2024,PA006,Tokyo,London,Premium Economy,865,No,2,Nut Free
11/02/2024,PA006,Tokyo,London,Premium Economy,835,No,0,Egg Free
09/07/2024,PA005,London,Tokyo,First Class,424,No,0,Dairy Free
06/02/2024,PA007,New York,Perth,First Class,618,No,0,Vegan
09/01/2024,PA008,Perth,New York,Economy,1865,No,0,Dairy Free
26/09/2024,PA007,New York,Perth,Premium Economy,1545,No,2,Dairy Free
12/12/2024,PA003,London,Perth,First Class,349,No,0,Vegan
23/01/2024,PA009,New York,Tokyo,Economy,1315,No,2,Vegan
03/02/2024,PA008,Perth,New York,Economy,1280,No,1,Egg Free
24/04/2024,PA011,Perth,Tokyo,Business Class,500.4,No,0,Dairy Free
10/11/2024,PA008,Perth,New York,Premium Economy,932.5,No,3,Dairy Free
15/12/2024,PA004,Perth,London,Economy,2500,No,2,Egg Free
24/12/2024,PA010,Tokyo,New York,Economy,1170,No,0,Egg Free
20/06/2024,PA005,London,Tokyo,Business Class,746.4,No,0,Vegetarian
04/09/2024,PA005,London,Tokyo,Business Class,355.2,No,3,None
06/06/2024,PA007,New York,Perth,Business Class,645.6,No,3,Dairy Free
04/10/2024,PA006,Tokyo,London,Business Class,448.8,No,3,Dairy Free
27/02/2024,PA001,London,New York,Premium Economy,925,No,1,Egg Free
01/11/2024,PA012,Tokyo,Perth,Premium Economy,1185,No,2,Dairy Free
10/03/2024,PA008,Perth,New York,First Class,466,No,0,None
03/01/2024,PA001,London,New York,First Class,584,No,3,Nut Free
28/11/2024,PA008,Perth,New York,Economy,2990,No,2,Vegetarian
03/04/2024,PA007,New York,Perth,Economy,1000,No,2,None
30/06/2024,PA002,New York,London,Business Class,583.2,No,3,Egg Free
24/12/2024,PA001,London,New York,Economy,1800,No,1,Egg Free
22/10/2024,PA002,New York,London,Economy,2840,No,3,Vegan
11/02/2024,PA011,Perth,Tokyo,Business Class,574.8,No,1,Egg Free
05/06/2024,PA012,Tokyo,Perth,Premium Economy,1357.5,No,2,Dairy Free
30/06/2024,PA008,Perth,New York,First Class,533,No,0,Dairy Free
24/08/2024,PA011,Perth,Tokyo,Economy,1980,No,1,Egg Free
16/07/2024,PA011,Perth,Tokyo,Economy,2430,No,3,Egg Free
16/04/2024,PA007,New York,Perth,Premium Economy,802.5,No,1,Egg Free
02/05/2024,PA008,Perth,New York,Economy,1200,No,3,Vegetarian
27/04/2024,PA012,Tokyo,Perth,Premium Economy,1297.5,No,2,Vegetarian
18/04/2024,PA002,New York,London,Economy,2100,No,2,None
08/09/2024,PA011,Perth,Tokyo,Economy,1195,No,1,Egg Free
03/12/2024,PA003,London,Perth,Economy,1590,No,0,Vegetarian
04/08/2024,PA001,London,New York,Premium Economy,705,No,0,Nut Free
10/06/2024,PA011,Perth,Tokyo,Business Class,339.6,No,1,Egg Free
04/09/2024,PA009,New York,Tokyo,Business Class,634.8,No,0,Vegan
11/03/2024,PA002,New York,London,Business Class,526.8,No,3,Vegan
17/07/2024,PA012,Tokyo,Perth,Premium Economy,517.5,No,1,None
01/02/2024,PA001,London,New York,Economy,1950,No,1,Vegan
15/04/2024,PA005,London,Tokyo,Business Class,556.8,No,0,Vegetarian
11/04/2024,PA012,Tokyo,Perth,First Class,348,No,2,Dairy Free
04/06/2024,PA012,Tokyo,Perth,Economy,2420,No,1,Vegetarian
16/05/2024,PA005,London,Tokyo,Premium Economy,1400,No,0,Vegan
02/08/2024,PA004,Perth,London,Business Class,668.4,No,0,None
16/05/2024,PA006,Tokyo,London,Business Class,271.2,No,1,Egg Free
08/07/2024,PA012,Tokyo,Perth,First Class,335,No,0,Vegan
23/11/2024,PA002,New York,London,Economy,2280,No,1,Egg Free
14/09/2024,PA010,Tokyo,New York,Business Class,554.4,No,2,None
26/09/2024,PA008,Perth,New York,Economy,2970,No,2,Egg Free
17/08/2024,PA003,London,Perth,Economy,1745,No,3,Vegan
11/02/2024,PA009,New York,Tokyo,Premium Economy,1012.5,No,2,Vegan
16/07/2024,PA004,Perth,London,Economy,3220,No,3,Dairy Free
09/06/2024,PA010,Tokyo,New York,Premium Economy,1035,No,2,Nut Free
31/08/2024,PA002,New York,London,Premium Economy,1080,No,1,Dairy Free
30/03/2024,PA012,Tokyo,Perth,Economy,1170,No,1,Vegetarian
28/08/2024,PA012,Tokyo,Perth,First Class,314,No,3,Dairy Free
15/02/2024,PA012,Tokyo,Perth,Business Class,342,No,2,Dairy Free
02/05/2024,PA002,New York,London,First Class,538,No,0,None
25/09/2024,PA007,New York,Perth,Economy,1380,No,2,Egg Free
10/12/2024,PA003,London,Perth,Premium Economy,1712.5,No,3,None
26/12/2024,PA003,London,Perth,Premium Economy,1377.5,No,3,Vegetarian
12/02/2024,PA005,London,Tokyo,First Class,455,No,0,Vegetarian
08/03/2024,PA006,Tokyo,London,Premium Economy,1245,No,1,None
27/03/2024,PA003,London,Perth,Business Class,746.4,No,2,None
31/07/2024,PA010,Tokyo,New York,Business Class,531.6,No,3,None
04/06/2024,PA002,New York,London,Business Class,522,No,0,Vegetarian
27/05/2024,PA006,Tokyo,London,Economy,3370,No,1,Egg Free
23/01/2024,PA005,London,Tokyo,Economy,2780,No,3,Egg Free
05/12/2024,PA010,Tokyo,New York,Economy,3230,No,0,Vegan
16/04/2024,PA012,Tokyo,Perth,First Class,423,No,1,Egg Free
17/11/2024,PA010,Tokyo,New York,First Class,202,No,3,Dairy Free
07/02/2024,PA007,New York,Perth,Premium Economy,515,No,0,None
25/05/2024,PA007,New York,Perth,First Class,381,No,3,Vegetarian
31/01/2024,PA010,Tokyo,New York,Economy,3445,No,0,Vegetarian
02/10/2024,PA002,New York,London,Business Class,732,No,2,Nut Free
17/12/2024,PA011,Perth,Tokyo,First Class,201,No,0,Vegan
27/08/2024,PA012,Tokyo,Perth,Business Class,414,No,2,Vegetarian
19/02/2024,PA002,New York,London,First Class,238,No,0,Vegan
20/01/2024,PA009,New York,Tokyo,Business Class,769.2,No,2,Vegetarian
12/03/2024,PA002,New York,London,Business Class,331.2,No,2,Vegan
18/01/2024,PA006,Tokyo,London,Business Class,595.2,No,3,Vegetarian
13/05/2024,PA006,Tokyo,London,First Class,520,No,2,Dairy Free
16/05/2024,PA003,London,Perth,Premium Economy,1537.5,No,0,Vegan
10/06/2024,PA001,London,New York,Business Class,309.6,No,1,Vegan
14/08/2024,PA001,London,New York,Economy,1520,No,2,Nut Free
09/12/2024,PA011,Perth,Tokyo,Premium Economy,1575,No,2,Egg Free
02/03/2024,PA009,New York,Tokyo,First Class,619,No,0,Vegan
27/01/2024,PA005,London,Tokyo,Economy,2235,No,0,Egg Free
05/01/2024,PA001,London,New York,Business Class,654,No,1,Vegetarian
07/10/2024,PA010,Tokyo,New York,Premium Economy,1372.5,No,0,Egg Free
05/12/2024,PA004,Perth,London,Economy,1445,No,3,Dairy Free
18/12/2024,PA004,Perth,London,First Class,347,No,3,Egg Free
03/03/2024,PA009,New York,Tokyo,Premium Economy,1412.5,No,3,Vegetarian
18/03/2024,PA012,Tokyo,Perth,Economy,1495,No,1,None
22/06/2024,PA008,Perth,New York,First Class,553,No,3,Egg Free
09/05/2024,PA001,London,New York,Economy,3010,No,0,Vegan
29/02/2024,PA003,London,Perth,Business Class,535.2,No,2,Dairy Free
28/04/2024,PA003,London,Perth,First Class,581,No,0,Vegetarian
16/08/2024,PA011,Perth,Tokyo,Premium Economy,1067.5,No,0,Vegan
16/10/2024,PA011,Perth,Tokyo,Premium Economy,1730,No,1,None
29/08/2024,PA010,Tokyo,New York,Business Class,336,No,1,None
31/03/2024,PA012,Tokyo,Perth,Premium Economy,930,No,3,Dairy Free
25/09/2024,PA005,London,Tokyo,Economy,3285,No,2,Vegan
09/05/2024,PA007,New York,Perth,First Class,352,No,0,Vegan
16/12/2024,PA009,New York,Tokyo,Economy,1580,No,0,Dairy Free
24/06/2024,PA001,London,New York,Economy,3155,No,0,Vegetarian
10/04/2024,PA011,Perth,Tokyo,Premium Economy,1155,No,2,Nut Free
18/06/2024,PA010,Tokyo,New York,Premium Economy,1527.5,No,1,Egg Free
20/10/2024,PA004,Perth,London,First Class,291,No,1,Dairy Free
29/05/2024,PA008,Perth,New York,Business Class,380.4,No,3,Nut Free
23/11/2024,PA003,London,Perth,Economy,1910,No,2,Egg Free
27/01/2024,PA008,Perth,New York,First Class,623,No,1,Vegetarian
24/08/2024,PA011,Perth,Tokyo,First Class,683,No,0,Vegan
28/07/2024,PA010,Tokyo,New York,Premium Economy,1190,No,0,Egg Free
02/06/2024,PA003,London,Perth,Business Class,783.6,No,1,Vegetarian
18/05/2024,PA002,New York,London,First Class,562,No,3,None
25/04/2024,PA003,London,Perth,Premium Economy,1452.5,No,3,Vegan
22/05/2024,PA010,Tokyo,New York,Business Class,622.8,No,0,Egg Free
05/07/2024,PA011,Perth,Tokyo,First Class,436,No,3,Egg Free
17/01/2024,PA002,New York,London,Economy,2800,No,1,Vegetarian
27/01/2024,PA003,London,Perth,Economy,3445,No,3,Dairy Free
19/05/2024,PA008,Perth,New York,Economy,1635,No,0,Vegan
18/07/2024,PA002,New York,London,First Class,571,No,3,Dairy Free
12/08/2024,PA001,London,New York,Economy,2415,No,3,Dairy Free
10/02/2024,PA002,New York,London,Business Class,822,No,3,Nut Free
21/03/2024,PA001,London,New York,Business Class,564,No,3,Nut Free
01/02/2024,PA012,Tokyo,Perth,Premium Economy,887.5,No,2,None
04/11/2024,PA007,New York,Perth,Business Class,516,No,2,None
20/03/2024,PA003,London,Perth,Economy,2335,No,0,Egg Free
10/10/2024,PA002,New York,London,Economy,2230,No,2,Egg Free
12/05/2024,PA006,Tokyo,London,Economy,2265,No,0,Vegetarian
25/08/2024,PA008,Perth,New York,Premium Economy,957.5,No,2,Vegan
22/03/2024,PA008,Perth,New York,Business Class,603.6,No,1,Egg Free
29/12/2024,PA002,New York,London,First Class,441,No,3,None
11/04/2024,PA008,Perth,New York,First Class,552,No,1,Vegetarian
01/10/2024,PA011,Perth,Tokyo,First Class,227,No,1,None
30/01/2024,PA002,New York,London,First Class,545,No,3,Vegan
04/03/2024,PA004,Perth,London,Business Class,762,No,3,Vegetarian
29/08/2024,PA009,New York,Tokyo,Premium Economy,1680,No,0,Vegetarian
06/03/2024,PA006,Tokyo,London,Premium Economy,940,No,2,Vegetarian
05/05/2024,PA009,New York,Tokyo,Economy,1360,No,3,Nut Free
14/06/2024,PA008,Perth,New York,First Class,245,No,1,Dairy Free
16/01/2024,PA010,Tokyo,New York,Economy,2410,No,2,Egg Free
16/08/2024,PA005,London,Tokyo,Premium Economy,960,No,0,Nut Free
